sample_view,spin_representation,rmse_mean,rmse_std,mae_mean,mae_std,r2_mean,r2_std,selected_as_main,rmse_rank
S3_spin_components,B: backspin + sidespin,8.23150476926,0.926254593995,5.76255056382,0.516113769375,0.950436809859,0.0105286260917,False,1
S3_imputed,A: spin_rate + spin_axis,8.48307725658,1.06304275885,5.82397274483,0.566263074818,0.947234886854,0.0128281749535,True,2
