model,carry_definition,start_label,coarse_grid_rank,initial_cd,initial_lift,final_cd,final_lift,objective,initial_objective,final_objective,objective_improvement,optimizer_success,objective_finite,accepted,success,termination_message,message,iterations,function_evaluations,calibration_n,calibration_failed_count,failed_count,initial_failed_count,boundary_margin,selected,full_train_objective,full_train_failed_count
spin_factor_lift,forward_x,grid_rank_1,1,0.38,0.8,0.300095500546,0.481036078387,1.73870657336,1.84925054921,1.73870657336,0.110543975852,False,True,False,False,Maximum number of function evaluations has been exceeded.,Maximum number of function evaluations has been exceeded.,3,120,24,0,0,0,0.250095500546,False,,
spin_factor_lift,forward_x,grid_rank_2,2,0.05,0,0.0500588298207,0.151836829497,1.32496574161,1.90525178319,1.32496574161,0.580286041581,True,True,True,True,Optimization terminated successfully.,Optimization terminated successfully.,2,70,24,0,0,0,5.88298206982e-05,True,1.31611539652,0
spin_factor_lift,forward_x,grid_rank_3,3,0.27,0.8,0.153829039721,0.215510975595,1.57022167177,2.10403198101,1.57022167177,0.533810309238,False,True,False,False,Maximum number of function evaluations has been exceeded.,Maximum number of function evaluations has been exceeded.,3,120,24,0,0,0,0.103829039721,False,,
spin_factor_lift,forward_x,midpoint,0,0.325,2,0.244665073641,0.79866259135,2.36501742095,13.0400876739,2.36501742095,10.6750702529,False,True,False,False,Maximum number of function evaluations has been exceeded.,Maximum number of function evaluations has been exceeded.,3,120,24,0,0,1,0.194665073641,False,,
