record_id,ball_speed_mph,launch_angle_deg,launch_direction_deg,spin_rate_rpm,spin_axis_deg,backspin_rpm,sidespin_rpm,club_speed_mph,attack_angle_deg,carry_distance_yd,max_height_yd,total_distance_yd,lateral_offset_yd
213,105.8742,12.94,-0.03,5655.8398,7.16,5611.7354,-704.9471,80.5073,-9.47,146.0193,14.83,158.6723,7.7865
214,108.044,16.79,2.87,5699.3701,9.17,5626.5312,-908.2761,80.7087,-3.69,158.6177,21.61,164.7966,19.0945
215,106.7019,16.03,-0.49,3680.6299,3.39,3674.1895,-217.6435,77.0625,-5.34,157.8303,17.81,168.7336,1.5529
216,115.493,12.08,-0.63,3005.02,24.09,2743.2991,-1226.5624,83.7956,-3.59,159.416,12.57,178.4558,18.1212
217,112.2047,12.65,4.65,4037.8,14.18,3914.772,-989.1357,81.2232,-3.99,159.1317,14.69,168.2415,27.6903
218,111.3099,13.59,2.64,2914.48,3.94,2907.5918,-200.2591,84.9141,-3.03,161.4939,14.55,175.4374,11.9641
219,114.4417,11.24,1.1,4086.8799,13.58,3972.623,-959.6109,86.7484,-3.66,160.4221,13.4,174.0267,16.5026
220,104.4649,14.41,0.34,2263.55,16.63,2168.8723,-647.8056,82.5429,-0.68,141.6776,11.96,166.3823,12.0188
221,120.884,12.0,-4.79,3465.22,-5.25,3450.6831,317.0732,85.5852,-4.04,181.8679,16.46,197.2769,-24.5954
222,116.0746,13.22,2.28,4815.6099,14.98,4651.9565,-1244.7477,86.8602,-2.59,169.0289,18.2,176.5967,24.5079
223,109.0283,11.39,-1.46,4280.7598,9.55,4221.4336,-710.2133,84.2654,-4.03,148.7314,12.25,178.2808,6.2445
224,112.9876,2.72,-5.93,2332.3101,10.83,2290.7693,-438.2308,82.0061,-4.41,71.8941,0.87,116.1745,-16.6667
225,111.5113,14.16,6.86,4852.6299,30.52,4180.3076,-2464.3547,0.0,0.0,152.8106,15.7,163.9654,49.5844
226,113.3232,13.64,-0.42,2731.8501,18.28,2593.9873,-856.8749,0.0,0.0,162.9812,14.35,184.2192,19.007
227,114.7772,10.62,-3.03,2139.76,4.54,2133.0461,-169.3728,,,150.1531,9.42,164.8075,-6.168
228,121.3538,13.37,4.98,1748.7,-31.95,1483.7898,925.3752,78.5165,5.17,168.1649,12.99,217.0166,-7.5678
229,120.9288,9.03,11.83,5503.4902,22.27,5092.9756,-2085.6667,90.9091,-2.71,161.8438,12.52,176.4108,63.2108
230,108.7151,14.52,9.07,4122.1499,36.05,3332.7737,-2425.8481,86.8602,-4.48,145.2975,13.77,148.4799,50.2843
231,114.9338,13.95,1.79,4814.9199,27.53,4269.7212,-2225.5186,86.6589,-1.84,162.8062,17.31,170.2865,34.2848
232,98.5594,8.67,-7.97,6081.3101,11.41,5961.123,-1203.0559,91.2894,-3.65,114.3919,6.98,126.4654,-10.1269
233,109.4533,15.03,-2.01,4611.7202,28.45,4054.7773,-2196.9851,86.9721,-3.42,153.6308,16.61,163.5936,21.3145
234,121.1077,11.17,1.27,3729.6799,14.96,3603.2673,-962.7968,87.6432,-2.63,175.7437,14.97,198.5455,24.3438
235,110.6836,3.28,-6.12,2273.75,15.83,2187.5188,-620.2427,77.8454,-4.59,68.7773,1.06,167.5962,-11.3626
236,109.0954,3.33,-12.9,1136.62,-40.23,867.7616,734.0945,83.5943,2.51,44.7288,0.59,167.0494,-43.6899
237,112.2942,4.59,-14.78,1186.39,-47.6,799.9857,876.096,89.9025,0.2,58.5192,1.15,177.4825,-55.0634
238,121.6222,12.46,3.1,2605.9299,7.33,2584.6338,-332.4748,84.5338,1.17,182.699,15.42,211.9532,19.7288
239,119.6761,10.08,-3.2,1295.73,7.28,1285.2847,-164.1928,86.2115,0.13,141.1308,7.5,224.3657,-8.0818
240,132.1582,6.64,0.34,2041.59,-17.6,1946.0245,617.3154,90.1933,0.27,153.5761,6.06,240.5512,-15.2559
241,124.4184,7.52,-3.92,1138.5699,-13.31,1107.9865,262.1211,93.4816,-0.86,120.1444,4.48,223.2611,-21.5989
242,114.4193,17.39,-2.89,4052.28,16.27,3889.9949,-1135.3035,90.8644,-0.52,176.8373,23.63,193.7664,10.7283
243,98.6936,28.13,-14.25,4987.9199,-27.96,4405.7056,2338.6111,89.2985,0.38,142.2572,29.79,148.2065,-64.8185
244,104.1294,12.73,-8.09,2322.05,-35.65,1886.8804,1353.3658,84.1088,0.53,123.4252,8.67,171.2708,-46.8613
245,113.5916,20.45,-3.16,3707.0801,-5.41,3690.5669,349.5112,89.4775,1.69,182.2178,28.74,200.0875,-19.007
246,113.0995,15.95,0.22,1686.5,-31.95,1431.0125,892.4603,84.6457,2.46,161.0018,14.61,194.7507,-20.9099
247,118.9379,13.54,0.75,1268.91,-19.21,1198.2557,417.5113,85.9878,0.57,162.4563,11.96,217.6728,-9.1535
248,116.2759,14.53,8.33,3940.0901,22.14,3649.5706,-1484.9056,84.3101,-1.06,172.0254,18.33,191.8744,54.7353
249,122.5394,10.56,4.22,1722.48,4.19,1717.8762,-125.8515,85.7865,-0.1,162.85,9.94,228.3027,20.549
250,123.0986,9.02,4.38,4251.02,16.38,4078.4814,-1198.8154,88.3814,0.17,172.0363,12.53,199.9672,36.5267
251,112.2047,5.1,-6.27,2377.8,21.21,2216.7295,-860.2577,83.5048,2.92,93.2524,2.47,176.6404,-7.5022
252,88.0458,19.37,11.29,2689.6001,52.1,1652.1816,-2122.3206,72.7228,-1.31,103.6527,10.98,125.9296,46.1614
253,103.7267,22.02,-1.2,3510.3201,10.69,3449.3992,-651.1472,82.7219,-0.37,160.0722,25.16,176.3014,7.4803
254,118.8932,10.9,-1.13,2549.1101,20.85,2382.1826,-907.2859,84.5786,0.25,161.1439,11.07,206.4523,16.2402
255,111.6231,2.62,-10.6,1916.4,10.09,1886.7606,-335.7435,87.3524,0.9,56.682,0.63,172.4191,-28.4558
256,101.6016,25.51,1.73,5688.9902,13.23,5538.0,-1301.9856,84.1312,0.4,148.8626,30.68,159.4488,20.6365
257,120.6603,10.16,-5.02,1590.1899,6.29,1580.6172,-174.2225,87.151,2.39,151.717,8.57,225.4812,-15.0481
258,99.4318,15.79,-0.8,1667.91,19.19,1575.2305,-548.2451,74.6913,2.55,130.0416,11.24,166.2948,8.0271
259,83.8404,32.29,-2.5,3771.3301,-16.17,3622.1348,1050.271,73.282,1.99,116.7323,26.3,127.909,-17.0385
260,121.0182,7.82,-4.19,2125.1299,8.47,2101.9514,-313.0136,91.267,-0.4,142.7931,6.54,219.1492,-8.6067
261,110.3481,15.05,0.29,2470.3799,11.44,2421.3008,-489.9792,84.4667,-0.98,161.822,15.4,187.3578,11.0455
262,93.6829,35.25,0.52,4893.4199,-7.96,4846.2715,677.6492,88.7169,1.67,130.818,37.8,139.4466,-6.0914
263,88.9182,27.39,-7.6,5407.04,-10.48,5316.8423,983.4989,86.5023,-3.0,123.8517,24.85,133.6395,-27.745
264,112.1376,14.44,-4.39,2148.1599,3.66,2143.7786,-137.1291,86.9945,1.96,163.7249,14.51,193.8758,-12.0297
265,75.8769,20.18,3.61,3508.8101,28.67,3078.6211,-1683.4012,67.9805,-2.89,87.5656,9.94,105.3587,18.1649
266,100.9306,19.49,6.59,6092.75,15.53,5870.3062,-1631.2904,76.6598,-3.08,143.5258,21.59,154.79,35.4112
267,94.7342,18.95,3.21,6608.0098,25.43,5967.7632,-2837.5325,76.1901,-4.2,126.2139,17.2,138.1999,30.3806
268,88.9182,20.4,-1.45,3241.3799,5.25,3227.782,-296.5915,70.8214,0.41,122.091,15.52,140.1465,-0.164
269,98.7831,13.68,-3.08,4972.6201,21.09,4639.5361,-1789.3177,76.5032,-3.59,127.4606,11.83,146.4567,9.3176
270,108.7598,17.14,-1.71,4948.21,4.67,4931.7827,-402.8667,78.5165,-4.33,162.5328,22.06,177.1107,0.164
271,108.7151,12.46,-5.13,4354.6699,-2.52,4350.4585,191.4666,80.3508,-4.73,152.3731,13.99,171.9488,-18.4711
272,88.1353,11.94,6.8,4336.7202,-1.84,4334.4839,139.2457,78.4046,-5.97,99.0267,7.06,129.3526,14.4138
273,91.6696,12.56,-7.21,1623.27,-26.26,1455.7412,718.2081,74.8031,-0.52,94.5429,5.98,149.4751,-29.1885
274,107.9993,12.58,0.6,5274.98,21.34,4913.3135,-1919.5736,79.277,-5.37,146.1177,13.74,164.206,23.8298
275,113.7706,14.06,-2.94,4256.1099,6.02,4232.6392,-446.3621,80.7087,-5.59,169.7835,18.5,188.1999,-2.6247
276,100.1476,8.21,1.82,2056.3501,-45.66,1437.2135,1470.7118,74.311,,83.213,3.47,147.6597,-15.5621
277,80.9995,10.54,5.74,1681.9301,-73.42,479.9454,1611.999,72.2083,-2.78,52.8981,2.57,106.7257,-2.3513
278,112.4955,8.3,-5.4,1810.48,-60.68,886.5684,1578.5546,79.2099,-3.91,91.5245,3.77,171.0849,-43.0118
279,80.7758,18.11,0.09,6433.7002,9.9,6337.8979,-1106.1401,77.1519,-2.95,95.7787,12.27,106.6273,6.7476
280,112.5626,6.02,-0.09,3614.1799,10.49,3553.7749,-658.0117,80.2165,-3.99,130.3696,6.22,174.0376,10.8158
281,81.9837,16.43,9.87,2752.6101,46.5,1894.7719,-1996.6727,61.8289,11.26,84.8425,7.6,109.7113,37.15
282,107.9769,11.37,2.51,3585.3501,14.41,3472.5542,-892.2463,78.852,-5.42,142.4103,12.22,162.9156,21.9051
283,100.2819,16.74,7.66,1728.5699,56.2,961.596,-1436.4147,76.9953,1.49,117.64,10.71,149.5297,46.238
284,116.3878,9.25,1.35,1921.1899,-17.62,1831.0575,581.5492,83.0798,-4.7,141.3167,7.97,197.9877,-10.6627
285,97.262,19.65,-0.66,3240.5601,17.47,3091.0869,-972.8367,81.6258,-5.73,135.6518,18.79,151.6842,14.1514
286,95.8304,21.01,-1.87,3090.3301,5.52,3075.9993,-297.2687,82.8114,-3.11,136.0346,20.25,151.706,-0.1312
287,114.3746,11.55,2.1,5212.0298,21.24,4857.9824,-1888.1899,85.5852,-7.68,153.423,16.27,168.1649,33.9676
288,99.8568,13.57,2.77,558.24,37.23,444.4781,-337.7441,74.6242,3.92,101.8482,6.65,171.9051,15.9558
289,96.658,16.37,7.58,1079.37,81.1,166.9899,-1066.3743,82.3416,-6.0,97.08,7.83,144.0726,38.0031
290,95.8527,15.15,5.4,1130.74,24.37,1029.9908,-466.5745,62.5224,11.0,112.9593,8.96,156.2883,24.9891
291,101.02,12.83,4.26,1377.96,-56.63,757.938,1150.7839,85.876,-0.92,101.2467,6.57,160.1925,-10.7502
292,96.9265,4.41,-6.67,1267.98,48.05,847.6216,-943.0328,79.6573,-3.94,44.3351,0.82,132.8631,-7.2288
293,115.068,9.13,-3.93,2622.8101,-16.52,2514.542,745.7961,78.1138,-3.75,145.6256,9.13,187.0954,-29.7572
294,104.711,16.16,-2.32,2499.6799,8.6,2471.5745,-373.7905,85.7194,-5.57,149.3657,16.42,170.3193,0.9405
295,113.5245,10.3,-0.69,1564.88,-42.12,1160.7369,1049.5424,83.4601,-3.76,121.3801,6.7,188.7577,-27.8762
296,111.8468,10.5,-2.98,2765.9399,2.51,2763.2864,-121.1309,78.1586,-1.42,147.7034,9.77,163.0468,-7.021
297,95.4053,3.94,-5.13,1850.85,32.69,1557.6848,-999.6318,83.214,-2.34,54.1885,0.75,54.1885,-2.8653
298,74.2663,17.11,13.04,1963.74,41.9,1461.6344,-1311.4495,68.9647,3.93,75.6999,6.23,75.6999,23.2065
299,102.228,13.55,2.78,6539.9199,33.34,5463.6055,-3594.3801,85.5404,-2.08,128.8605,12.33,147.0144,37.1172
300,100.7516,16.78,3.71,1918.86,28.25,1690.306,-908.2341,81.6482,-2.35,136.5157,12.83,160.0722,26.192
301,111.4442,12.4,0.02,4040.95,25.32,3652.7495,-1728.2068,82.2969,-5.41,151.8263,13.07,170.5709,24.0267
302,111.4665,13.55,6.23,5215.04,21.79,4842.4287,-1935.853,81.6482,-4.19,155.8618,16.33,167.2135,41.1745
303,83.8404,8.69,-9.31,5052.79,8.58,4996.2417,-753.8266,81.939,-4.86,79.2432,3.76,98.7095,-15.9777
304,85.1154,11.31,16.12,10611.6904,-17.65,10112.1602,3217.4814,82.4535,-4.69,92.7275,7.33,103.5761,19.182
305,110.9744,7.82,3.04,4603.71,23.02,4237.1094,-1800.2917,82.2074,-7.13,132.196,7.15,159.3395,28.1715
306,112.764,13.06,2.13,3853.1799,24.68,3501.2075,-1608.8948,84.8917,-5.69,157.36,14.33,168.2852,29.0026
307,107.5519,14.24,2.98,2677.03,23.46,2455.7419,-1065.749,86.5471,-3.84,147.6925,12.89,169.8819,26.706
308,107.7085,9.18,-0.77,3375.5901,25.21,3054.0745,-1437.7894,0.0,0.0,125.9296,6.99,157.5678,15.5949
309,113.9943,11.06,-0.26,3879.51,22.02,3596.5115,-1454.5455,,,154.4619,11.99,170.1881,19.3241
310,93.5934,19.81,-0.81,5880.3999,19.95,5527.521,-2006.3925,74.7137,-4.27,126.7826,18.09,142.1697,23.3268
311,104.0175,16.03,-3.53,4267.3301,1.25,4266.3145,-93.0913,77.5322,-4.12,153.0512,17.44,153.0512,-8.7598
312,83.6167,20.56,1.2,5415.0298,22.61,4998.8477,-2081.8433,70.7767,3.19,106.2227,14.1,113.8233,15.3762
313,96.9712,2.11,-2.25,9336.6299,-7.62,9254.1816,1238.0593,77.4875,-3.48,78.1387,1.44,101.7498,-7.9615
314,105.8295,19.51,-0.45,4007.1499,11.4,3928.0935,-792.0425,80.2389,-2.67,160.7174,23.02,172.4191,9.4269
315,111.0192,16.66,-4.06,5411.8901,2.03,5408.4937,-191.7041,82.4535,-3.68,166.9182,23.09,175.6452,-11.297
316,89.4327,18.87,-4.49,3604.48,-9.35,3556.592,585.6017,77.1743,1.08,120.0459,14.21,134.591,-6.6054
317,104.3754,15.77,-2.31,4120.5801,-0.55,4120.3901,39.5541,80.7758,-5.29,151.6295,17.03,166.612,-8.8364
318,101.4451,18.49,0.07,3574.73,9.09,3529.8364,-564.7563,78.4941,0.12,149.5188,18.88,168.3618,7.699
319,111.1534,17.79,-3.81,3939.72,-2.85,3934.8472,195.8883,81.156,-4.06,174.0485,23.23,174.0485,-15.2559
320,95.9422,18.36,1.56,3572.6499,17.0,3416.5422,-1044.5417,78.7402,-2.87,134.9409,15.9,146.7082,18.1649
321,112.7416,19.07,0.1,4827.3599,-4.43,4812.938,372.8705,80.8652,-2.69,175.0219,27.45,179.2214,-5.4681
322,93.9737,18.91,2.25,3118.51,-7.97,3088.3877,432.3956,75.1387,1.83,132.185,15.73,149.0704,-3.423
323,89.634,12.8,-1.9,6065.3398,26.81,5413.3589,-2735.6702,75.7203,-5.38,101.9576,8.25,119.2695,12.0735
324,95.0698,19.47,-2.31,6160.0,5.2,6134.6479,-558.2966,74.2663,-3.37,131.7695,19.27,141.8307,-2.9856
325,90.0143,6.79,1.96,3111.8601,25.27,2814.0742,-1328.4045,74.6466,-3.3,70.7021,2.31,77.2856,7.4366
326,95.7409,20.33,-2.44,5508.77,-24.6,5008.7729,2293.1953,74.915,-1.87,133.0271,19.04,133.0271,-24.7485
327,89.6788,19.94,5.49,4593.1802,21.44,4275.3359,-1678.9299,75.2953,-2.06,120.1444,15.54,134.2848,28.6855
328,82.2298,9.88,30.24,8850.79,65.22,3709.6772,-8035.8433,76.794,-4.21,55.8071,2.67,68.9523,45.3084
329,79.8586,11.12,25.05,6528.0801,12.84,6364.8418,-1450.7301,75.7427,-4.66,81.7913,5.05,81.7913,39.1623
330,86.6142,12.62,10.95,4625.23,29.57,4022.8096,-2282.4888,73.9755,-5.76,91.5792,6.58,118.7555,38.0796
331,77.7559,13.33,14.44,3923.8101,20.13,3684.1208,-1350.3844,75.4295,-6.27,79.4619,5.49,91.7323,32.71
332,91.8933,23.0,6.17,7635.6699,18.09,7258.2383,-2370.9561,75.7874,-5.09,124.4313,21.72,131.8023,31.4414
333,81.2679,3.99,6.78,7122.54,2.09,7117.8018,-259.754,72.8123,-3.44,57.8959,1.05,57.8959,7.185
334,91.7368,19.05,-7.2,3227.54,-4.57,3217.2788,257.1607,76.2124,-5.46,127.8543,15.08,127.8543,-19.1601
335,79.0533,19.36,-4.87,2163.6599,-8.14,2141.8611,306.3577,65.4975,8.07,96.916,10.03,106.8679,-13.8561
336,100.595,18.23,-1.13,4116.6001,-5.9,4094.7937,423.1557,78.2033,-5.72,146.1505,18.76,156.343,-8.9129
337,89.6117,20.37,-1.74,3587.0,6.89,3561.0957,-430.3093,73.8413,-2.84,123.9064,16.08,151.7826,8.8036
338,97.5975,20.41,1.08,4469.1299,9.1,4412.8809,-706.8289,77.2638,-4.03,141.1527,20.54,153.423,12.9156
339,102.5635,18.86,1.03,5331.96,-4.28,5317.0903,397.9276,75.3848,-4.68,149.5625,21.82,158.563,-1.9794
340,99.8121,14.81,2.55,5639.79,6.6,5602.4136,-648.2214,78.8744,-7.17,136.1439,14.93,147.0363,13.4077
341,100.8411,19.43,2.43,4630.8999,-1.45,4629.417,117.1829,76.9059,-4.08,147.6269,21.17,158.9786,6.1352
342,104.4426,19.8,3.16,4874.5601,-2.95,4868.1001,250.8666,78.4941,-4.21,156.1899,23.9,163.9217,6.5179
343,92.4526,15.67,10.74,5225.5898,23.07,4807.6826,-2047.6757,78.1138,-4.88,117.2025,11.85,138.867,44.1929
344,99.0292,16.76,2.89,5832.2998,3.06,5823.9839,-311.338,77.0848,-6.26,137.9046,17.43,150.5687,13.0577
345,77.398,22.94,-13.2,7631.0098,-11.7,7472.459,1547.4717,69.6582,-4.43,95.1334,14.58,104.3198,-31.7804
346,84.6904,24.33,-8.81,7943.7598,-6.84,7887.2207,946.0792,73.0807,-8.24,110.6955,19.9,118.832,-24.7594
347,83.1693,28.82,-6.99,5701.0098,-7.46,5652.7549,740.1848,77.4651,-8.3,111.7126,23.13,121.2598,-21.2817
348,83.7285,25.92,-6.15,7790.0698,-6.13,7745.5278,831.8602,74.2887,-6.32,109.416,21.04,117.0166,-18.1212
349,91.7144,11.45,-6.63,4269.6699,6.55,4241.8003,-487.0422,77.9572,-8.77,105.3696,7.36,136.8766,-11.6907
350,81.4021,22.2,-3.71,8168.8701,-2.43,8161.5244,346.3502,72.0517,-9.7,103.0402,16.23,111.4939,-9.2957
351,106.6795,12.12,-8.6,3892.96,-27.66,3448.0645,1807.2046,76.548,-7.86,136.2533,10.65,166.3604,-49.2454
352,109.0954,13.03,-6.04,3723.26,-23.66,3410.2937,1494.1755,78.7402,-6.94,148.2502,12.9,170.8661,-40.0262
353,93.2355,16.4,-0.71,1829.55,-7.18,1815.2035,228.6698,77.9125,-7.12,119.871,10.79,151.6951,-5.5665
354,104.8228,9.13,-9.56,3278.6799,-24.39,2986.0767,1353.916,78.3822,-7.04,116.273,6.24,170.2647,-47.1785
355,99.9687,7.49,-13.9,7125.6401,5.89,7088.022,-731.2255,76.8835,-6.57,114.5451,6.64,146.4895,-30.4571
356,88.0234,14.53,-5.1,1913.8101,-40.53,1454.6217,1243.682,78.3151,-8.89,92.465,6.86,136.2861,-27.4278
357,99.6108,7.28,-11.29,2704.0601,-31.86,2296.6675,1427.3259,77.4875,-5.88,84.1973,3.13,149.6938,-44.346
358,79.6573,19.5,-1.43,2116.3301,-18.68,2004.8463,677.8231,77.3309,-4.74,95.7349,10.1,118.4164,-10.0503
359,109.9007,16.64,0.01,4443.8301,-4.57,4429.7021,354.071,80.8205,-5.53,165.584,21.25,181.7148,-5.5118
360,110.0349,5.41,-2.72,2525.6001,1.7,2524.4885,-74.9251,80.6416,-4.64,99.6391,2.94,174.5735,-7.2725
361,65.2514,12.94,25.38,3808.28,32.57,3209.3687,-2050.1099,56.5497,1.88,49.3329,3.08,82.5897,42.1588
362,110.3704,17.0,-2.29,4334.7598,-6.35,4308.1655,479.4316,77.398,-4.32,167.3884,21.86,183.5958,-15.4746
363,105.136,17.06,-5.45,4128.7998,-8.93,4078.7537,640.9039,80.0152,-4.45,154.6369,19.0,171.7957,-26.3998
364,104.1965,15.15,-7.89,4193.98,-15.28,4045.7207,1105.2661,81.8719,-5.54,146.3145,15.41,164.8403,-38.0031
365,108.3348,13.47,-5.71,4542.7598,-21.09,4238.4692,1634.6394,79.277,-5.73,149.5297,14.41,168.6024,-38.5608
366,85.876,17.82,-2.6,2054.0901,-33.18,1719.1819,1124.144,76.973,-5.61,102.231,9.77,129.9541,-19.4335
367,104.3083,4.26,-8.3,2216.53,-20.46,2076.7036,774.7955,80.5073,-6.07,67.0166,1.33,154.8775,-29.9431
368,95.9422,17.14,-3.98,2356.51,-27.66,2087.2031,1093.948,80.5521,-5.23,126.3342,12.4,151.1811,-26.7826
369,100.1476,17.92,3.47,2436.97,-17.72,2321.3486,741.7298,79.9257,-4.28,143.0118,15.57,166.273,-2.6356
370,108.9612,14.37,-3.56,3441.9299,-26.58,3078.1541,1540.0808,80.5073,-5.28,151.2686,14.27,173.7751,-35.1815
371,115.0233,13.05,-5.57,4031.1499,-34.68,3314.9866,2293.6941,79.7468,-5.27,155.5884,13.82,177.5044,-51.5529
372,115.6496,13.98,-1.97,4975.0898,-26.34,4458.5605,2207.4321,82.4982,-6.72,165.7262,17.97,182.6334,-38.5171
373,107.4177,16.65,4.04,4962.4302,-1.15,4961.4307,99.5957,80.6639,-5.86,158.7708,20.66,173.5236,11.5157
374,102.1385,19.59,1.66,3825.8,2.22,3822.9287,-148.1985,82.6548,-3.04,152.8434,21.23,169.4226,7.4038
375,109.9007,17.01,0.88,5106.2798,-0.43,5106.1362,38.3218,79.9928,-4.95,164.8185,22.68,179.0354,2.3403
376,114.1285,22.07,-4.37,3750.9199,-3.96,3741.9648,259.0386,91.6696,-2.4,184.6894,32.11,201.367,-21.9707
377,112.6074,16.54,3.46,1138.29,-56.07,635.3703,944.4622,88.605,-0.63,145.6037,12.48,191.437,-11.4829
378,130.7266,10.89,-0.66,1729.65,-15.63,1665.6904,466.0094,91.5802,-2.78,184.5691,12.02,244.7944,-17.8259
379,125.3355,18.86,2.02,3271.25,7.19,3245.5266,-409.4299,93.9961,0.79,211.4939,31.75,231.1898,20.0569
380,122.9644,15.93,3.79,1088.55,-48.38,723.001,813.7633,87.1287,6.1,170.8661,14.44,218.5258,-9.5582
381,130.0778,8.43,-5.24,15368.3604,-0.61,15367.4893,163.6163,94.8908,-2.64,169.7616,24.98,174.4969,-18.5258
382,128.1988,4.6,-17.45,2723.5,6.06,2708.2808,-287.5195,,,140.1028,4.29,217.5416,-59.241
383,113.614,11.57,1.5,3422.6299,15.41,3299.583,-909.4761,97.0159,1.36,157.5131,12.51,185.5424,20.5927
384,90.0143,18.45,3.25,1972.8199,-20.07,1853.0187,677.0085,72.6781,-1.59,117.3228,12.04,142.3119,-1.5967
385,89.1866,21.1,5.01,2513.0,25.29,2272.147,-1073.5536,73.9084,-5.54,121.0411,14.98,141.5354,27.1325
386,87.3747,19.74,8.72,2342.46,13.58,2276.9719,-550.0162,73.886,-2.75,115.7152,13.09,137.6203,28.4668
387,86.6813,20.34,8.19,2429.49,13.82,2359.1587,-580.3382,64.6027,4.27,115.4528,13.57,136.5376,27.2966
388,89.3209,20.0,7.06,2284.23,12.09,2233.5652,-478.4272,65.9001,1.26,121.4458,14.07,143.4493,24.8141
389,97.5752,20.08,4.69,4848.8301,20.63,4537.8999,-1708.3964,75.4966,-7.44,137.8062,19.5,151.706,32.0101
390,99.745,19.8,1.82,3644.8,9.09,3599.0266,-575.8264,75.34,-5.25,147.0582,19.95,164.2498,13.9436
391,92.5868,14.3,8.54,5020.0801,32.64,4227.2891,-2707.6243,80.8652,-4.45,108.9567,9.58,130.1072,40.4418
392,110.4375,15.78,-4.28,4425.73,-7.98,4382.8735,614.4127,77.8006,-6.06,164.8075,19.89,181.5945,-23.6986
393,91.267,20.02,3.42,2480.5,4.79,2471.8367,-207.1315,68.7187,-3.46,127.2966,15.24,148.5346,12.1391
394,92.8552,18.38,0.39,2526.6201,5.52,2514.9033,-243.0437,70.3293,-5.92,127.3731,13.93,149.6719,4.5713
395,86.6813,21.2,2.97,2354.53,22.84,2169.917,-913.9322,68.8976,-5.58,115.8246,14.16,136.6907,19.2038
396,93.2579,9.75,-0.37,3814.0601,22.64,3520.155,-1468.1832,74.4005,-8.45,96.0302,5.33,143.2743,13.1343
397,102.6083,18.14,3.39,4184.8198,4.84,4169.8975,-353.0879,76.1677,-5.83,150.8311,19.64,167.0713,15.2887
398,89.4775,19.18,6.12,7608.8198,22.88,7010.167,-2958.3269,76.9506,-7.73,114.9825,15.65,125.7327,31.9554
399,97.1501,16.8,2.13,5299.1099,13.8,5146.1475,-1264.015,74.1768,-7.25,132.8412,15.85,147.5394,18.1321
400,101.9372,18.42,-1.97,4290.8999,3.57,4282.5732,-267.1855,74.0873,-5.37,149.6172,19.9,165.4527,-2.2857
401,94.8685,19.86,3.11,6462.2002,19.37,6096.4165,-2143.3,74.8926,-5.93,129.4838,18.93,140.4637,25.7655
402,96.3001,19.89,6.31,6254.6602,18.16,5943.1147,-1949.4,75.4519,-5.03,133.0271,19.59,144.3241,33.9348
403,98.0449,19.97,-1.72,2625.27,13.63,2551.3364,-618.6475,77.5993,-6.66,143.7445,17.99,164.4248,5.4571
404,82.3193,3.58,0.27,2897.95,13.85,2813.6943,-693.7137,73.1702,-5.87,36.3845,0.54,102.8325,3.1715
405,86.6142,18.8,2.92,1897.15,10.84,1863.2977,-356.7914,71.1793,-3.87,111.0564,11.47,135.8158,11.8876
406,90.9762,18.72,0.04,3777.1299,13.49,3672.9214,-881.1123,75.3176,-6.6,122.8237,14.62,140.2231,9.6566
407,123.9486,11.27,-3.88,3216.8501,-1.57,3215.6426,88.136,88.7616,3.16,186.7782,15.77,211.3736,-16.6229
408,119.5642,16.47,0.91,1434.39,-8.73,1417.772,217.7094,86.8379,2.17,186.7345,17.98,218.5586,-3.0949
409,120.2353,14.27,5.52,573.44,-54.22,335.2758,465.2135,85.876,5.13,144.0507,10.02,223.0424,9.1207
410,116.522,18.3,4.12,3859.04,21.13,3599.5774,-1391.127,85.6747,2.52,182.2725,25.27,199.3657,42.7275
411,127.1475,14.63,4.39,3159.1899,10.73,3103.9529,-588.1813,92.117,-0.19,206.5398,23.24,228.1605,33.6286
412,94.3092,28.2,-4.27,5826.5698,-15.21,5622.4692,1528.6448,86.0102,2.32,126.4326,29.71,134.6129,-26.5529
413,89.3656,32.26,-5.24,5925.79,-35.14,4845.8037,3410.7439,73.1926,12.23,113.7248,28.9,121.0521,-41.4261
414,70.3293,40.84,-3.19,4534.9102,-18.36,4304.0659,1428.4355,64.0882,11.66,80.5993,24.99,87.2266,-13.9545
415,97.7094,5.32,-2.53,2258.95,42.2,1673.4406,-1517.3832,84.847,-1.67,61.0346,1.52,134.4926,7.9615
416,102.049,13.85,6.11,764.89,-1.99,764.4287,26.5609,84.5786,-3.76,116.5245,8.07,178.6855,18.4493
417,87.8892,13.49,-3.15,5918.7598,4.27,5902.3311,-440.6906,80.731,-2.12,104.6697,10.05,119.8163,-3.6527
418,101.8477,11.14,-0.92,3403.48,1.75,3401.8926,-103.9372,90.6407,-2.93,128.6527,9.83,155.5118,-1.028
419,124.3065,5.52,0.9,4561.0898,7.75,4519.4282,-615.0671,90.2827,-3.02,162.4563,9.78,192.0385,14.0092
420,117.551,4.02,-1.53,1290.98,3.85,1288.0665,-86.6824,92.2513,-2.58,76.6842,1.43,189.5669,-3.598
421,129.8542,6.82,2.5,2767.5801,-22.03,2565.5125,1038.0972,92.4749,-4.81,165.4856,8.52,218.9195,-17.8259
422,116.0299,6.04,1.27,3761.23,-80.49,621.4297,3709.5386,88.3142,-3.11,63.4952,1.78,152.9965,-27.2419
