record_id,ball_speed_mph,launch_angle_deg,launch_direction_deg,spin_rate_rpm,spin_axis_deg,backspin_rpm,sidespin_rpm,club_speed_mph,attack_angle_deg,carry_distance_yd,max_height_yd,total_distance_yd,lateral_offset_yd
423,119.1169,6.04,-6.17,2709.29,-22.68,2499.7881,1044.6589,90.9986,-3.1,129.3526,5.1,192.4431,-41.9729
424,133.6793,5.8,-4.35,2695.6001,-55.16,1539.9606,2212.4153,93.0118,-0.23,116.5901,3.76,204.112,-57.7537
425,129.7647,11.54,4.04,5030.4199,9.38,4963.1587,-819.8657,93.146,-2.67,192.4103,24.26,206.5945,32.3928
426,116.7457,17.02,11.05,6668.8999,28.67,5851.2759,-3199.499,92.1394,-1.82,158.4755,25.0,164.7528,72.8128
427,117.9984,2.98,-0.99,3337.96,35.71,2710.3623,-1948.3102,90.9091,-3.8,87.9484,1.54,169.6741,21.4348
428,113.3679,14.97,1.31,4058.29,1.53,4056.8433,-108.3578,95.8975,-3.18,166.7104,21.06,182.5131,6.4195
429,127.0804,10.9,-1.85,2311.49,-11.86,2262.146,475.0597,93.9961,-1.44,185.8815,14.56,217.0604,-21.227
430,125.1566,10.41,-1.97,2192.6101,-34.85,1799.3674,1252.923,93.7276,-2.58,161.1439,10.54,210.3784,-41.5136
431,111.1757,3.97,-5.08,863.48,71.63,272.1277,-819.478,92.6315,-1.94,43.657,0.7,168.1212,-6.7804
432,128.6462,13.7,4.67,3490.79,3.28,3485.0715,-199.7274,92.5197,-1.12,201.7498,25.16,219.346,24.2782
433,124.6868,10.92,0.89,4876.3999,13.66,4738.4673,-1151.6096,92.2065,-2.46,179.8994,19.85,195.2865,24.836
434,124.575,11.72,-0.01,1895.6,-0.03,1895.5997,0.9925,90.7972,-1.28,181.3976,14.04,217.5962,-0.0656
435,115.2917,5.9,-6.18,2471.8701,21.05,2306.9158,-887.8524,94.2869,-1.14,116.8526,4.19,183.7489,-3.1277
436,121.667,12.19,-0.11,2005.6801,-2.71,2003.437,94.8301,91.9157,-0.22,177.395,14.41,209.5144,-3.1934
437,96.8817,17.87,-5.89,3438.3501,-22.97,3165.7209,1341.813,74.5347,-4.46,128.1387,16.28,140.4637,-35.1159
438,95.1816,17.9,0.37,2938.3,-23.34,2697.8591,1164.115,73.1254,-1.81,126.9248,15.19,143.7008,-14.4029
439,92.8552,21.3,5.56,4333.21,13.89,4206.5,-1040.2244,79.2323,-4.92,124.7703,20.21,132.0866,25.5796
440,86.905,20.63,6.54,3058.97,-7.78,3030.8125,414.0919,73.7294,5.26,114.3263,15.88,125.2953,11.3955
441,103.0333,20.32,-0.16,5240.02,0.25,5239.9702,-22.8638,79.2099,-4.06,141.1308,25.93,146.1505,-0.2406
442,106.6347,17.57,1.08,4899.98,-6.16,4871.688,525.7937,80.0152,-5.32,147.9331,23.6,168.2196,-6.5179
443,106.4782,18.7,-0.07,4421.1699,-5.35,4401.9102,412.2276,80.4402,-4.34,150.1859,24.73,166.4261,-8.1146
444,103.7044,23.14,7.45,4628.9399,10.48,4551.7222,-841.9685,81.1784,-3.13,145.0241,29.24,150.164,33.5739
445,108.0888,21.68,4.18,4778.0698,6.4,4748.2925,-532.6063,83.4601,-2.61,152.6247,30.41,158.3333,21.4786
446,106.165,8.6,-0.68,3045.9099,18.26,2892.5315,-954.3735,81.2679,-2.92,125.2734,7.44,151.4873,14.4794
447,118.7366,14.8,-4.56,4731.4199,-1.25,4730.2939,103.2154,89.1643,-2.72,170.6584,25.73,178.5433,-17.9681
448,118.1102,16.94,-3.74,3530.5601,-29.06,3086.1033,1714.8822,89.2985,-0.44,171.9598,23.75,171.9598,-46.0739
449,117.8865,19.12,10.63,4792.7798,8.83,4735.9766,-735.7072,91.6025,-2.7,165.4965,32.09,176.0717,46.6426
450,123.9486,15.88,5.03,4675.0298,-1.89,4672.4863,154.1859,93.1684,-2.91,181.2008,30.68,188.878,15.1903
451,104.6886,17.65,-1.04,2458.46,-33.25,2055.9761,1347.9569,85.0483,-3.45,143.4711,16.82,159.6238,-29.9978
452,122.3828,14.99,-1.99,4451.8501,-10.71,4374.3003,827.3234,90.1262,-2.31,179.4182,27.11,179.4182,-22.78
453,111.3771,16.39,5.81,2529.2,-26.66,2260.3076,1134.8397,88.2695,-2.13,160.1925,18.67,179.4291,-9.9738
454,124.1276,16.16,3.13,4526.2998,-3.54,4517.6636,279.478,94.5329,-2.1,182.2835,31.01,192.3556,5.3587
455,114.1061,13.14,1.8,1663.41,-37.76,1315.0632,1018.5978,82.8785,4.62,146.3145,11.21,173.797,-20.4396
456,117.6852,9.81,0.57,1882.6801,-35.04,1541.4469,1080.9374,90.7078,-5.23,139.7419,8.07,170.4943,-21.4458
457,108.648,13.32,5.32,844.74,-11.19,828.6807,163.9329,83.7509,0.13,132.0538,9.06,160.7393,12.5656
458,125.425,5.42,-7.8,2747.0901,-14.06,2664.7925,667.3721,91.6473,-3.34,156.846,6.8,156.846,-32.3819
459,134.0372,4.45,-6.93,2903.25,-19.17,2742.2603,953.3463,94.6895,-4.54,169.6304,7.0,169.6304,-37.8062
460,123.4565,10.45,-2.19,3004.6299,-4.27,2996.2898,223.7145,91.0433,-3.24,179.2323,16.32,190.4856,-13.2327
461,121.3091,7.69,-5.16,3177.6299,-6.18,3159.1633,342.0792,89.7235,-1.82,163.2218,11.06,176.4764,-23.3924
462,117.7076,15.26,-2.31,2172.5701,-22.49,2007.3381,831.0562,87.3076,-1.19,176.2795,18.66,176.2795,-27.5919
463,118.4905,15.23,-1.72,2214.9299,-41.7,1653.7512,1473.4386,89.6564,0.12,165.4746,16.23,165.4746,-36.2095
464,121.2867,13.13,-1.22,2444.8701,-48.17,1630.5397,1821.7384,89.9919,-2.6,157.3819,13.02,157.3819,-36.1002
465,96.5014,15.69,11.1,1328.84,-51.06,835.1842,1033.5778,86.2786,-0.65,108.5521,8.99,138.0031,8.7708
466,125.5145,10.67,-1.19,3681.22,-43.15,2685.6919,2517.6257,84.7351,-2.47,160.4221,12.96,160.4221,-42.9899
467,116.9694,13.32,2.99,2482.6599,-29.79,2154.5818,1233.4413,86.8826,-2.18,162.4672,15.16,175.5249,-18.9742
468,107.0374,15.46,10.41,2491.74,-29.35,2171.905,1221.3096,74.915,9.66,146.4348,15.27,159.6566,5.6212
469,104.711,16.96,8.13,1388.55,-25.71,1251.0854,602.3757,84.7799,1.14,144.7288,14.29,162.6531,9.2192
470,105.4715,14.38,4.59,1827.85,-28.96,1599.2919,885.0429,72.7228,8.18,137.4235,11.88,179.626,-10.2581
471,115.1127,13.28,1.56,2781.8999,-20.03,2613.6321,952.8345,87.7997,-3.1,163.2874,16.32,178.6636,-17.1588
472,92.4749,26.13,-4.62,5463.7598,-3.31,5454.6445,315.468,71.8057,-0.18,121.3911,26.91,129.9213,-11.2314
473,88.605,25.07,-4.22,4372.8999,5.24,4354.625,-399.3674,75.1163,-0.81,118.0446,22.79,127.6465,-8.902
474,90.7078,24.37,2.13,6497.3301,25.69,5855.0864,-2816.6042,80.0599,-3.64,113.9436,22.65,118.2852,27.2528
475,73.9307,25.18,13.72,5691.54,45.04,4021.7158,-4027.335,68.5174,6.96,80.4899,12.99,85.7612,39.72
476,96.8817,24.38,-6.96,6586.1899,1.89,6582.6069,-217.2174,77.9349,-5.0,125.6124,28.18,132.9287,-11.822
477,91.0657,17.28,14.8,5287.7598,11.46,5182.3413,-1050.592,82.185,-4.63,113.9982,15.24,129.5932,44.9366
478,89.7683,24.09,-5.35,4278.77,-9.77,4216.7144,726.0795,78.1809,-2.32,119.4444,22.03,124.9563,-19.7288
479,100.1476,25.11,-11.48,4674.8398,-17.15,4466.978,1378.49,85.3839,-0.8,137.675,28.89,137.675,-47.5612
480,90.5959,14.72,17.13,3878.6799,2.31,3875.5278,-156.3348,84.0193,-5.42,112.7625,11.56,123.3158,39.0529
481,103.5925,14.71,1.5,1559.52,11.16,1530.0304,-301.8443,90.238,-5.79,138.8451,11.98,153.5871,10.9908
482,107.5072,16.47,-4.33,1496.62,-23.84,1368.925,604.9098,85.8312,-3.77,151.3998,14.76,167.8696,-28.2043
483,103.0109,15.29,6.93,1462.35,0.82,1462.2002,-20.928,70.128,9.29,140.6277,12.45,159.8644,20.374
484,119.9222,11.16,-4.36,3941.8101,-2.24,3938.7981,154.0673,86.5247,-5.97,171.5114,18.5,179.7025,-17.6072
485,107.3729,15.15,0.44,788.15,-38.68,615.2682,492.5703,86.9273,-5.29,131.1789,10.13,170.0569,-13.9654
486,125.5369,11.88,0.89,3725.01,-6.76,3699.1135,438.4736,87.1958,-4.22,186.5595,21.83,186.5595,-6.4961
487,118.1102,3.36,-2.35,1845.48,29.46,1606.8582,-907.6362,87.0616,-3.26,79.1557,1.39,149.5625,5.6102
488,80.5521,18.4,3.14,7362.1001,-3.1,7351.3267,398.1336,67.6673,-1.81,95.2537,12.89,104.5166,4.2651
489,85.9431,26.51,-1.12,4123.3501,1.78,4121.3604,-128.0789,75.4295,-3.49,115.2887,22.46,126.5967,-1.2248
490,87.1734,24.57,-0.15,6704.8901,-2.75,6697.1685,321.6881,76.4137,-1.93,111.472,22.21,118.0446,-2.7778
491,93.8618,24.95,1.93,7092.3398,5.23,7062.813,-646.4952,80.1942,-4.72,121.9926,26.76,128.7292,10.2472
492,106.4782,2.9,4.9,2668.04,25.44,2409.3352,-1146.0983,80.1271,-2.49,75.2625,0.98,83.0053,13.0468
493,93.7053,15.28,3.65,6375.5898,14.97,6159.21,-1646.8993,78.6507,-3.7,118.0556,14.29,128.1277,21.5879
494,95.0251,21.03,2.65,7464.48,0.57,7464.1108,-74.2582,81.1337,-1.94,123.7314,23.01,131.2992,7.2835
495,103.9728,14.59,-2.37,4760.0498,1.05,4759.2505,-87.2276,79.5678,-5.42,142.4869,17.36,154.8556,-6.1133
496,110.4823,15.24,-9.12,4798.9102,-22.41,4436.4941,1829.4967,82.0956,-3.53,152.2528,19.46,158.9348,-52.1763
497,91.3341,16.6,-1.5,4359.7798,-9.43,4300.8638,714.3173,80.1494,-3.07,118.0227,13.9,126.8263,-10.5096
498,83.7509,15.58,6.17,1798.21,-8.53,1778.3187,266.7235,83.4154,-3.63,95.1662,8.08,123.1737,10.1269
499,107.3729,11.83,-7.86,4490.2598,-20.39,4208.9126,1564.4443,79.702,-5.8,139.6544,13.17,152.4606,-42.29
500,108.2677,16.35,-0.18,5675.7998,3.61,5664.5376,-357.375,79.4783,-5.43,150.5359,22.99,161.0346,4.4401
501,117.0141,13.3,-4.37,2987.6001,-16.59,2863.2334,853.0228,,,169.9366,17.26,183.8583,-33.5958
502,116.4325,16.84,6.64,4983.3101,14.24,4830.1924,-1225.8151,84.8023,-3.65,166.5792,26.6,178.2262,43.2305
503,102.1161,16.97,4.7,5133.1201,13.83,4984.3071,-1227.0308,81.9166,-3.64,139.2388,19.52,149.1032,28.0949
504,111.556,14.34,-0.91,3326.1001,-1.46,3325.0203,84.7459,82.185,-3.17,161.5704,18.32,183.1037,-4.5057
505,122.8302,8.3,7.06,3917.22,1.16,3916.4172,-79.3019,89.3432,-0.82,168.9414,13.78,180.3478,24.7922
506,95.6514,14.8,7.88,7624.5601,17.96,7253.0308,-2351.0557,91.2223,-2.37,118.3946,14.77,128.6745,35.5315
507,89.0748,12.4,-7.6,4996.79,4.12,4983.8774,-358.9974,85.2273,-3.92,104.6807,9.1,117.2244,-13.2546
508,121.5551,11.31,3.52,5142.0498,0.05,5142.0479,-4.4873,89.1195,-2.14,172.1019,20.96,177.8762,11.0236
509,100.7292,13.0,6.3,1305.5,-56.03,729.4596,1082.6906,89.6564,-1.87,101.6732,6.68,162.9593,-4.0573
510,97.3738,13.21,20.16,1620.74,-15.59,1561.1122,435.5767,90.2604,-1.29,114.8731,8.49,146.0849,43.143
511,122.7407,9.74,-1.38,2609.4299,-42.64,1919.5603,1767.601,93.146,-4.11,145.2537,9.04,185.1269,-41.9619
512,111.9139,11.15,2.0,1535.9399,-57.3,829.7768,1292.5099,91.692,-4.59,113.353,6.46,161.8001,-18.7117
513,123.121,8.22,-0.4,5359.4902,2.7,5353.5405,-252.4666,88.4261,-6.28,169.2695,16.4,187.9156,2.6247
514,104.8005,10.69,-2.23,4190.46,3.35,4183.2993,-244.8705,93.3921,-4.34,136.2861,11.5,153.6636,-2.9418
515,131.4424,7.16,4.1,4369.9902,7.84,4329.1436,-596.0981,93.4816,-2.82,183.7708,15.72,196.0958,26.3342
516,130.3239,7.34,2.84,4713.6299,-0.05,4713.6284,4.1134,93.1908,-1.58,182.7428,16.71,201.3233,7.5897
517,116.6562,9.25,3.34,2562.3201,-51.07,1610.0864,1993.2653,94.2198,-3.44,121.3583,6.38,159.9847,-22.6925
518,123.9934,4.82,7.25,3445.6899,-4.22,3436.3481,253.5556,96.0764,-4.54,153.259,7.03,175.4265,17.9571
519,109.2072,14.33,5.62,849.24,-24.45,773.0826,351.4996,98.537,-3.86,135.444,10.01,171.7301,7.9724
520,120.034,10.41,4.32,3988.6799,-15.14,3850.2351,1041.7574,94.1303,-3.2,167.5197,15.86,192.4322,-7.1413
521,102.2727,9.23,-2.73,3926.3201,5.75,3906.5649,-393.3704,78.3151,-6.27,120.713,7.15,162.3032,-3.0184
522,88.0682,13.52,0.05,4993.6699,18.09,4746.8325,-1550.5872,71.3135,-6.07,102.4825,8.53,125.2515,11.308
523,86.8602,27.41,-0.77,7744.1401,1.42,7741.7622,-191.9086,78.0914,-3.7,115.5731,24.65,122.1785,-0.6234
524,87.9787,27.15,-1.06,5808.3599,-3.81,5795.5225,385.9542,73.5728,-5.42,121.3801,24.45,131.2008,-5.818
525,80.731,29.32,5.09,6339.0801,4.62,6318.4834,-510.593,71.4254,-2.07,105.818,22.41,113.9873,14.0639
526,80.0376,28.68,8.82,8812.7695,9.3,8696.9326,-1424.1771,75.4966,-4.0,100.6343,21.62,106.0805,23.9064
527,90.7078,27.92,6.91,7807.3198,16.88,7470.9414,-2266.9968,79.3441,-4.66,121.7629,26.89,128.2371,32.0647
528,97.7541,22.01,-0.13,7020.9102,4.49,6999.3633,-549.6326,80.8429,-4.7,137.9265,24.52,147.4081,4.4948
529,91.1999,21.76,6.5,8906.9697,17.2,8508.6348,-2633.8625,79.7915,-6.04,120.199,20.26,128.3355,30.9711
530,98.1344,24.33,6.77,8486.1504,16.37,8142.1362,-2391.7292,85.1378,-6.93,134.6785,27.43,141.3167,35.9143
531,101.0648,24.33,-0.42,5763.6401,3.68,5751.7559,-369.9333,83.2811,-7.25,148.1955,29.17,158.8583,3.0074
532,98.2686,21.88,0.32,6398.4199,-4.14,6381.7241,461.926,79.5007,-3.86,140.2668,24.35,150.9842,-3.5871
533,98.5147,23.59,2.02,7281.3799,1.65,7278.3608,-209.6597,78.2704,-3.9,139.1842,27.26,147.5175,7.535
534,104.9347,23.3,3.82,8864.79,1.45,8861.9512,-224.3197,85.697,-4.58,147.0363,31.66,152.5044,13.2218
535,99.6108,19.16,4.43,5252.0498,19.51,4950.4941,-1754.0342,83.5943,-4.35,140.8246,19.62,154.2432,31.6273
536,94.8908,19.5,4.87,5216.8599,20.06,4900.3735,-1789.4037,82.7666,-3.95,130.5227,17.76,144.0836,30.129
537,92.9447,15.49,16.16,2740.3799,49.09,1794.6002,-2071.0125,87.1287,-0.26,102.7559,8.53,131.682,57.4803
538,130.8384,12.31,0.33,2703.98,0.54,2703.8599,-25.484,91.8262,-2.86,209.0332,19.01,235.6846,2.1216
539,90.8867,15.61,10.33,1084.75,62.19,506.0804,-959.4609,84.3325,-1.53,92.3556,7.0,144.0507,40.234
540,126.7001,14.74,2.13,5169.3198,2.91,5162.6543,-262.4321,91.4012,-3.73,199.9344,27.9,216.0652,13.692
541,93.2355,16.73,8.83,3122.5,12.5,3048.4844,-675.8326,84.3101,-2.06,123.5018,12.51,144.7944,30.9821
542,90.663,17.69,6.34,1917.46,11.01,1882.1669,-366.1971,78.9862,-0.67,117.7493,11.53,143.8101,21.5332
543,105.2926,19.58,3.05,7161.4502,8.68,7079.4272,-1080.7756,79.9257,-4.75,151.5967,25.4,161.5814,20.2209
544,106.3216,19.89,4.32,6480.4199,8.88,6402.7441,-1000.3533,83.7733,-5.45,155.479,26.03,165.7371,24.6719
545,102.5635,21.85,4.32,6973.8599,12.21,6816.1045,-1474.9392,81.7377,-3.85,146.9598,26.68,156.5945,27.3075
546,100.7516,22.64,4.55,5453.8599,2.53,5448.5435,-240.7469,79.7468,-0.81,148.119,26.33,159.3176,16.437
547,126.9685,7.43,2.61,5484.3599,14.7,5304.8442,-1391.6998,93.1237,-3.33,177.3513,13.05,198.3268,30.3696
548,102.9662,14.68,7.91,2154.27,17.81,2051.0288,-658.9081,80.7087,1.94,137.3141,11.59,171.1724,35.8815
549,124.15,7.07,3.8,5057.1602,13.46,4918.2534,-1177.1372,89.6117,-2.17,168.2524,10.91,198.2174,31.7804
550,124.5526,17.2,1.94,5565.1299,13.82,5404.0249,-1329.3562,95.0474,0.66,194.3788,31.15,208.5302,31.6164
551,125.6934,18.0,6.44,6542.1401,15.61,6300.8374,-1760.4106,96.2777,-0.03,192.1807,33.91,203.423,52.8871
552,107.0821,13.95,4.4,2343.8301,10.81,2302.2375,-439.5918,71.4254,4.18,147.8565,12.42,180.1837,22.5066
553,133.5004,12.28,1.79,3095.99,14.43,2998.3203,-771.5114,95.9422,2.18,213.9217,20.56,237.5656,28.9589
554,120.5709,17.49,5.01,1160.46,-12.08,1134.7632,242.8578,89.5893,4.92,190.245,18.84,222.0472,11.8985
555,127.8856,20.09,9.1,2864.3,6.45,2846.1699,-321.7643,96.8817,1.78,222.2988,34.72,242.629,50.9952
556,109.1177,26.07,2.34,5351.6099,-13.44,5205.0498,1243.8585,93.9737,2.4,165.0044,36.7,175.6343,-10.3784
557,93.7276,37.56,1.64,5517.4199,-9.99,5433.7651,957.1415,69.2779,4.6,125.6234,40.68,132.6225,-5.0087
558,125.0447,22.06,13.95,5327.7202,23.55,4883.9839,-2128.6863,98.4028,-0.25,195.035,37.89,201.9576,90.2887
559,137.1018,14.81,1.04,2309.74,4.77,2301.7402,-192.0689,98.5147,0.46,236.0127,25.57,263.0468,11.9969
560,113.9719,24.82,1.94,4843.7798,-11.5,4746.5396,965.6943,89.7235,2.57,177.9418,37.88,189.9387,-9.9191
561,115.2022,24.9,4.02,4988.8799,-14.78,4823.8105,1272.7043,93.5039,1.73,179.2542,38.83,191.0105,-7.6334
562,131.6437,19.84,6.22,3787.48,-8.42,3746.6558,554.5944,100.2595,-0.04,223.8517,39.25,240.4637,12.3578
563,116.6562,24.84,8.23,5410.6001,5.21,5388.2466,-491.317,94.9579,1.09,180.4681,40.5,191.1417,38.6811
564,97.1054,35.38,-5.25,6150.0698,-7.06,6103.4399,755.8969,95.9646,0.54,131.9116,40.96,138.6811,-21.916
565,114.5759,16.43,8.74,3781.5601,24.01,3454.3584,-1538.7019,84.668,-1.56,172.0801,20.35,191.3823,57.3053
566,128.7357,10.68,3.06,3913.4399,-7.34,3881.3713,499.9695,88.8064,-0.41,197.5722,18.01,219.3023,1.2248
567,99.2529,15.04,14.01,2359.53,30.11,2041.1442,-1183.6859,87.7103,-0.83,124.9563,10.54,157.185,54.8884
568,124.0381,9.39,2.8,4506.5498,18.86,4264.5991,-1456.7731,87.5313,-0.24,175.2843,13.67,197.3753,34.1973
569,97.1278,14.98,6.17,1697.85,20.47,1590.64,-593.7668,83.997,0.62,120.4615,9.68,161.647,27.9965
570,124.0605,5.07,-6.42,3618.5701,11.79,3542.2292,-739.3651,86.726,-2.13,146.0302,5.6,208.5411,-9.9409
571,110.0125,14.8,1.6,1674.4,19.46,1578.7488,-557.8241,83.0351,-0.23,152.4388,12.74,191.612,18.4821
572,111.8468,16.34,4.78,3286.3501,30.48,2832.197,-1666.9602,87.33,-1.53,162.664,17.66,184.1317,45.8005
573,112.3613,15.22,3.5,1706.01,16.62,1634.7377,-487.9579,74.1321,4.56,161.8657,14.22,196.6207,24.1579
574,123.7026,13.72,7.78,2957.6101,31.52,2521.2378,-1546.2272,90.7525,-1.02,182.0319,16.77,204.1995,61.472
575,112.5179,10.61,7.95,848.08,19.51,799.386,-283.2344,77.219,3.28,115.7152,5.96,208.224,35.5752
576,100.9306,20.15,2.69,4564.2798,12.7,4452.6128,-1003.4395,78.4941,-0.16,147.9878,21.75,162.3578,21.1067
577,107.0821,21.32,4.67,5846.71,13.47,5685.8789,-1361.9103,84.1312,-1.9,158.9129,27.89,170.7787,32.2069
578,131.5766,16.39,6.96,3471.99,21.94,3220.5334,-1297.2585,95.808,-0.09,216.7104,28.36,232.1085,63.6374
579,89.6564,26.81,-8.43,5113.6299,-1.52,5111.8306,135.6436,70.7543,12.94,126.3889,24.78,136.7126,-22.8346
580,131.9792,13.01,3.42,4876.5498,27.88,4310.5234,-2280.3782,96.5014,-0.34,200.35,22.86,217.6947,58.6833
581,97.3067,18.86,-6.56,5420.1802,32.63,4564.7139,-2922.6252,,,130.818,17.1,144.5429,10.8815
582,135.5807,17.97,8.69,3609.23,22.09,3344.2917,-1357.2961,98.2462,2.02,228.1277,34.3,236.6032,75.1422
583,100.9306,16.8,-5.25,5512.3799,27.56,4886.8726,-2550.4526,,,137.2047,16.52,151.5639,11.4939
584,93.8842,33.7,-9.31,6717.8999,-14.93,6491.1123,1730.7914,90.2604,2.85,126.6514,35.76,133.1256,-38.5499
585,116.3431,13.85,7.51,1939.41,16.7,1857.6106,-557.3099,85.7194,-2.3,167.5087,13.83,204.5385,41.0105
586,121.2867,13.05,-4.36,3952.6399,0.63,3952.4009,-43.4607,85.1825,0.58,186.8876,19.67,206.4742,-15.4309
587,108.2453,17.28,-1.38,2594.6399,0.91,2594.3127,-41.2076,80.3508,2.47,165.2012,18.62,187.85,-3.8167
588,106.7913,14.55,1.73,2052.76,0.48,2052.688,-17.197,82.5206,0.39,149.1907,12.81,182.535,5.9493
589,92.0947,17.03,0.96,5695.6699,37.69,4507.1562,-3482.2695,,,112.8718,12.29,128.8714,27.7559
590,130.3015,10.06,0.39,4075.6399,3.08,4069.7524,-218.9852,89.634,-1.68,199.9453,17.9,221.3036,6.2773
591,119.5419,15.7,1.57,2974.1599,3.34,2969.1079,-173.2775,82.6772,3.53,190.9011,21.71,212.7078,10.2362
592,122.5394,15.86,-1.33,5215.27,14.87,5040.6138,-1338.3778,87.33,0.06,189.8731,26.89,205.8508,19.0617
593,98.4028,15.89,7.33,1863.6899,-4.55,1857.8164,147.8447,66.0344,5.96,131.4195,11.73,163.6046,18.5367
594,119.1616,14.51,2.67,3602.25,0.09,3602.2456,-5.6584,85.2049,0.03,185.9252,20.73,205.993,10.105
595,109.9678,15.45,15.75,2974.6299,33.17,2489.9167,-1627.4943,87.4195,-2.36,150.2078,14.53,167.6619,71.1395
596,115.6272,15.85,6.72,3497.8601,26.32,3135.2429,-1550.8955,85.3839,-2.14,172.6925,19.16,193.5477,52.9309
597,126.4316,13.82,1.23,2976.29,10.65,2925.0217,-550.0453,86.301,-1.0,202.1216,20.79,225.164,19.3351
598,100.8411,14.94,5.5,1719.3101,24.35,1566.3668,-708.8879,69.9043,6.27,128.3793,10.41,168.4821,29.615
599,112.6297,22.7,-0.86,3030.9199,-9.87,2986.0598,519.5399,85.5404,3.71,185.0284,30.84,203.9479,-15.748
600,118.7142,20.57,2.47,4002.25,15.28,3860.7686,-1054.7383,91.4683,0.65,191.5245,31.79,208.2458,32.4475
601,133.3885,14.37,0.06,2760.6599,13.15,2688.2695,-628.0533,92.8329,3.12,222.2878,24.18,245.4615,19.7835
602,133.2543,15.67,3.67,2284.8301,8.56,2259.3784,-340.0856,93.7276,1.0,227.7997,25.47,254.3198,28.8167
603,129.8542,19.15,8.73,4660.5498,27.52,4133.2065,-2153.4453,95.4724,1.08,206.8351,33.93,216.098,80.1947
604,116.8576,23.1,-1.08,3490.4399,1.53,3489.1956,-93.196,93.0118,1.24,193.3399,35.48,209.8753,-2.0232
605,85.6747,28.22,-0.32,4782.3901,-0.3,4782.3247,25.0404,67.6897,-6.83,118.8539,23.84,130.304,-1.0061
606,86.1668,14.77,3.85,5825.2402,13.48,5664.7627,-1357.8979,70.9109,-4.84,102.9309,9.71,120.1334,16.7651
607,85.4957,14.15,2.28,6236.6099,11.0,6122.0259,-1190.0012,69.8819,-3.82,100.4921,9.14,117.629,11.6579
608,105.8742,15.8,6.08,2107.24,7.29,2090.2063,-267.3908,83.8404,-0.26,151.7935,14.32,179.2214,24.7813
609,125.4027,13.54,-2.85,4059.02,4.01,4049.083,-283.8496,85.8089,0.04,198.4033,22.76,216.8416,-5.1072
610,121.7564,9.09,-0.37,3276.4399,-11.98,3205.0793,680.0914,83.214,-0.6,167.2244,10.9,208.2458,-15.409
611,119.8774,13.45,5.53,4175.6899,0.94,4175.1279,-68.5037,86.7484,0.24,184.077,20.17,202.6356,21.6864
612,125.5369,16.81,5.52,1548.62,-13.74,1504.304,367.8226,86.0102,5.45,205.5884,21.12,235.8158,10.6299
613,121.7341,16.66,4.51,988.7,-0.96,988.5612,16.5651,86.2115,4.7,186.2533,16.98,224.5844,17.3338
614,127.1027,16.5,4.13,1271.02,-31.98,1078.1212,673.1616,89.3432,6.74,197.1675,18.51,231.2773,-5.2603
615,133.724,18.46,6.66,1958.88,17.72,1865.9415,-596.2156,98.5818,4.48,235.8377,29.69,261.5158,54.5166
616,130.0331,13.74,-2.65,3095.5,6.99,3072.4924,-376.7103,96.7475,3.6,212.4891,22.86,234.6457,-0.853
617,122.0696,15.48,9.61,613.8,-29.2,535.7996,299.4482,88.0906,6.03,164.9278,12.88,227.6575,29.4291
618,126.5211,19.93,7.64,3542.25,30.5,3052.106,-1797.8276,98.3134,3.01,205.6759,31.42,217.6837,73.7861
619,140.8822,17.8,0.48,2683.95,18.69,2542.415,-860.0655,96.4343,2.29,250.5468,35.25,272.7909,35.7065
620,137.4374,19.57,9.64,5810.9302,34.82,4770.4829,-3318.0417,103.7267,2.47,209.6238,38.01,214.1185,98.4252
621,135.3794,18.63,9.4,2212.24,19.62,2083.7981,-742.8268,97.6199,1.6,238.6374,31.74,252.6356,68.5586
622,131.241,13.29,4.83,2919.79,14.44,2827.5518,-728.0964,90.3722,-1.46,211.6251,21.17,236.3845,41.0761
623,128.8475,13.85,12.93,4927.1299,17.12,4708.8105,-1450.4186,91.6696,-0.93,200.2734,24.92,212.0735,77.3513
624,110.3033,10.34,0.25,1519.63,-52.83,918.133,1210.9117,78.7849,3.57,106.168,5.44,188.703,-22.2988
625,128.7581,8.76,4.8,4748.2798,18.51,4502.6431,-1507.4371,95.2935,-2.11,184.8753,14.58,205.9274,44.0507
626,134.3951,9.56,-4.49,2459.0601,6.09,2445.1821,-260.883,91.0433,-3.05,200.3281,13.55,244.007,-11.6798
627,131.3082,12.25,1.48,2579.3101,-4.0,2573.0271,179.9236,91.5131,-2.22,209.2192,18.57,235.6846,1.0717
628,139.898,12.88,-3.31,1748.7,-22.75,1612.6528,676.2414,106.59,,220.9536,17.95,259.7769,-39.6654
629,106.8808,18.48,1.22,2314.4099,18.57,2193.9109,-737.0539,86.8602,0.86,164.9169,18.81,164.9169,16.4042
630,115.6496,18.63,8.01,6115.9502,31.82,5196.7764,-3224.6492,89.3656,0.87,167.7822,25.43,174.6938,66.2511
631,127.0132,11.75,-4.31,3580.6201,23.4,3286.1309,-1422.0356,92.3855,1.61,190.4418,17.2,209.3066,11.811
632,122.8973,4.36,-8.76,3650.6599,27.23,3246.0825,-1670.4089,93.9737,-2.48,123.633,3.69,164.7856,-6.343
633,91.7815,13.8,-3.41,4462.3999,-58.14,2355.458,3790.0964,78.0467,-2.89,90.3325,6.76,111.7454,-29.4401
