ball_speed_mph,launch_angle_deg,launch_direction_deg,spin_rate_rpm,spin_axis_deg,predicted_carry_yd,predicted_lateral_yd,predicted_apex_yd,target_distance_yd,target_lateral_yd,forward_error_yd,lateral_error_yd,objective_yd,support_knn_distance,support_threshold,support_category,row_type,source,sample_count,candidate_id,rank,seed,parameter_scenario,mean_miss_distance_yd,median_miss_distance_yd,p90_miss_distance_yd,p95_miss_distance_yd,maximum_miss_distance_yd,probability_within_3yd,probability_within_5yd,simulations,launch_direction_sd_deg,supported_fraction,borderline_fraction,out_of_support_fraction,p90_ci_low,p90_ci_high,robustness_statistical_tie,single_surrogate_parameter_scenario,single_surrogate_p90_miss_distance_yd,deprecated_by,legacy_reason,model_member_count,model_combination_rule,simulation_count,worst_model_mean_miss_yd,objective_prediction_std,decision_space_support,full_model_input_support,joint_model_member_count,joint_simulation_count,joint_mean_miss_distance_yd,joint_median_miss_distance_yd,joint_p90_miss_distance_yd,joint_p95_miss_distance_yd,joint_worst_model_mean_miss_yd,joint_probability_within_3yd,joint_probability_within_5yd,joint_objective_prediction_std,joint_parameter_scenario
122.95753008,20.4367367846,0,1183.67346939,-30,169.116342316,-17.2140232533,28.1977859544,200,0,-30.8836576842,-17.2140232533,35.3570772055,0.888207860933,1.01189547215,supported,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.95753008,20.4367367846,0,1183.67346939,-28.7755102041,172.187730705,-15.7420226553,28.1977859544,200,0,-27.8122692949,-15.7420226553,31.9583103529,0.888850185858,1.01189547215,supported,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.95753008,20.4367367846,0,1183.67346939,-27.5510204082,172.187730705,-15.3952404259,28.5044875277,200,0,-27.8122692949,-15.3952404259,31.7889249756,0.890506070542,1.01189547215,supported,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.95753008,20.4367367846,0,1183.67346939,-26.3265306122,172.187730705,-14.8281008979,28.5044875277,200,0,-27.8122692949,-14.8281008979,31.5181677699,0.891375534136,1.01189547215,supported,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.95753008,20.4367367846,0,1183.67346939,-25.1020408163,172.187730705,-14.5779054262,28.5205366718,200,0,-27.8122692949,-14.5779054262,31.4012364398,0.894396354221,1.01189547215,supported,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.95753008,20.4367367846,0,1183.67346939,-23.8775510204,172.187730705,-14.4979073695,28.5734349938,200,0,-27.8122692949,-14.4979073695,31.3641776782,0.896631598813,1.01189547215,supported,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.95753008,20.4367367846,0,1183.67346939,-22.6530612245,176.585332541,-14.4683497513,28.5734349938,200,0,-23.4146674585,-14.4683497513,27.5241675028,0.897910117309,1.01189547215,supported,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.95753008,20.4367367846,0,1183.67346939,-21.4285714286,176.603836528,-13.2968755903,28.5734349938,200,0,-23.3961634717,-13.2968755903,26.9107295639,0.900893844457,1.01189547215,supported,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.95753008,20.4367367846,0,1183.67346939,-20.2040816327,176.485594804,-13.2968755903,28.5577124039,200,0,-23.514405196,-13.2968755903,27.0135919897,0.906259634554,1.01189547215,supported,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.95753008,20.4367367846,0,1183.67346939,-18.9795918367,176.365972748,-13.2304572892,28.5577124039,200,0,-23.6340272523,-13.2304572892,27.0852772599,0.913952209979,1.01189547215,supported,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.95753008,20.4367367846,0,1183.67346939,-17.7551020408,177.805780402,-13.2304572892,28.5577124039,200,0,-22.1942195978,-13.2304572892,25.8385058321,0.916899024441,1.01189547215,supported,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.95753008,20.4367367846,0,1183.67346939,-16.5306122449,177.805780402,-12.6528894917,28.5722507947,200,0,-22.1942195978,-12.6528894917,25.5475829785,0.915691928946,1.01189547215,supported,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.95753008,20.4367367846,0,1183.67346939,-15.306122449,177.805780402,-12.6528894917,28.5722507947,200,0,-22.1942195978,-12.6528894917,25.5475829785,0.916573896828,1.01189547215,supported,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
