ball_speed_mph,launch_angle_deg,launch_direction_deg,spin_rate_rpm,spin_axis_deg,predicted_carry_yd,predicted_lateral_yd,predicted_apex_yd,target_distance_yd,target_lateral_yd,forward_error_yd,lateral_error_yd,objective_yd,support_knn_distance,support_threshold,support_category,row_type,source,sample_count,candidate_id,rank,seed,mean_miss_distance_yd,median_miss_distance_yd,p90_miss_distance_yd,maximum_miss_distance_yd,probability_within_3yd,probability_within_5yd,simulations
120.750989557,19.4818696149,0,1000,-1.83673469388,180.995682735,0.217525113029,26.288272275,200,0,-19.0043172646,0.217525113029,19.0055621298,0.736613925676,1.01189547215,supported,grid,,,,,,,,,,,,
120.750989557,19.4818696149,0,1000,-0.612244897959,180.995682735,1.21239727523,26.288272275,200,0,-19.0043172646,1.21239727523,19.0429509753,0.732044972211,1.01189547215,supported,grid,,,,,,,,,,,,
120.750989557,19.4818696149,0,1000,0.612244897959,181.347951379,2.17667614341,25.9781394979,200,0,-18.6520486206,2.17667614341,18.7786271271,0.731129649407,1.01189547215,supported,grid,,,,,,,,,,,,
120.750989557,19.4818696149,0,1000,1.83673469388,181.347951379,3.87849200732,25.9781394979,200,0,-18.6520486206,3.87849200732,19.0510266914,0.733839214305,1.01189547215,supported,grid,,,,,,,,,,,,
120.750989557,19.4818696149,0,1000,3.0612244898,181.401903692,4.37498646124,25.9781394979,200,0,-18.5980963076,4.37498646124,19.1057502549,0.740094859287,1.01189547215,supported,grid,,,,,,,,,,,,
120.750989557,19.4818696149,0,1000,4.28571428571,181.401903692,4.69286516452,25.8085376996,200,0,-18.5980963076,4.69286516452,19.1810367217,0.749777397454,1.01189547215,supported,grid,,,,,,,,,,,,
120.750989557,19.4818696149,0,1000,5.51020408163,181.321928603,4.71471168444,25.7116317908,200,0,-18.6780713971,4.71471168444,19.2639263232,0.762738733647,1.01189547215,supported,grid,,,,,,,,,,,,
120.750989557,19.4818696149,0,1000,6.73469387755,181.321928603,7.97785031353,25.7026620129,200,0,-18.6780713971,7.97785031353,20.3105008983,0.778812127537,1.01189547215,supported,grid,,,,,,,,,,,,
120.750989557,19.4818696149,0,1000,7.95918367347,181.290116665,8.61647571258,25.6724708426,200,0,-18.7098833348,8.61647571258,20.5986258791,0.797819900625,1.01189547215,supported,grid,,,,,,,,,,,,
120.750989557,19.4818696149,0,1000,9.18367346939,181.290116665,9.10422726067,25.6598086808,200,0,-18.7098833348,9.10422726067,20.8073710116,0.819578694575,1.01189547215,supported,grid,,,,,,,,,,,,
120.750989557,19.4818696149,0,1000,10.4081632653,181.290116665,9.51735608347,25.6418191708,200,0,-18.7098833348,9.51735608347,20.9914220867,0.84390305588,1.01189547215,supported,grid,,,,,,,,,,,,
120.750989557,19.4818696149,0,1000,11.6326530612,181.290116665,14.4525243303,25.6317330106,200,0,-18.7098833348,14.4525243303,23.6418102928,0.870608127872,1.01189547215,supported,grid,,,,,,,,,,,,
120.750989557,19.4818696149,0,1000,12.8571428571,181.290116665,14.2114710869,25.6317330106,200,0,-18.7098833348,14.2114710869,23.4952260014,0.895702918235,1.01189547215,supported,grid,,,,,,,,,,,,
