ball_speed_mph,launch_angle_deg,launch_direction_deg,spin_rate_rpm,spin_axis_deg,predicted_carry_yd,predicted_lateral_yd,predicted_apex_yd,target_distance_yd,target_lateral_yd,forward_error_yd,lateral_error_yd,objective_yd,support_knn_distance,support_threshold,support_category,row_type,source,sample_count,candidate_id,rank,seed,parameter_scenario,mean_miss_distance_yd,median_miss_distance_yd,p90_miss_distance_yd,p95_miss_distance_yd,maximum_miss_distance_yd,probability_within_3yd,probability_within_5yd,simulations,launch_direction_sd_deg,supported_fraction,borderline_fraction,out_of_support_fraction,p90_ci_low,p90_ci_high,robustness_statistical_tie,single_surrogate_parameter_scenario,single_surrogate_p90_miss_distance_yd,deprecated_by,legacy_reason,model_member_count,model_combination_rule,simulation_count,worst_model_mean_miss_yd,objective_prediction_std,decision_space_support,full_model_input_support,joint_model_member_count,joint_simulation_count,joint_mean_miss_distance_yd,joint_median_miss_distance_yd,joint_p90_miss_distance_yd,joint_p95_miss_distance_yd,joint_worst_model_mean_miss_yd,joint_probability_within_3yd,joint_probability_within_5yd,joint_objective_prediction_std,joint_parameter_scenario
81.2244897959,14.693877551,0,2720.78398552,-1.25452917524,87.4538171176,-1.90283504499,9.40674445428,200,0,-112.546182882,-1.90283504499,112.56226749,0.643986578527,1.01189547215,supported,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81.2244897959,15.2040816327,0,2720.78398552,-1.25452917524,88.8970632772,-1.90283504499,9.74593100716,200,0,-111.102936723,-1.90283504499,111.119230242,0.641616686337,1.01189547215,supported,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81.2244897959,15.7142857143,0,2720.78398552,-1.25452917524,89.2890955944,-2.02481108251,9.68634420646,200,0,-110.710904406,-2.02481108251,110.729418919,0.636944978559,1.01189547215,supported,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81.2244897959,16.2244897959,0,2720.78398552,-1.25452917524,88.7332122742,-2.01916136132,10.7376242855,200,0,-111.266787726,-2.01916136132,111.285107105,0.632071987181,1.01189547215,supported,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81.2244897959,16.7346938776,0,2720.78398552,-1.25452917524,89.1905576628,-2.01916136132,10.7295571789,200,0,-110.809442337,-2.01916136132,110.827837314,0.636806844468,1.01189547215,supported,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81.2244897959,17.2448979592,0,2720.78398552,-1.25452917524,90.4729280936,-2.01916136132,11.5770274266,200,0,-109.527071906,-2.01916136132,109.54568222,0.645582928381,1.01189547215,supported,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81.2244897959,17.7551020408,0,2720.78398552,-1.25452917524,91.9255636343,-1.76830905068,11.677252961,200,0,-108.074436366,-1.76830905068,108.088901894,0.645437839075,1.01189547215,supported,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81.2244897959,18.2653061224,0,2720.78398552,-1.25452917524,92.0703161001,-1.76830905068,11.8558973702,200,0,-107.9296839,-1.76830905068,107.944168826,0.649363045916,1.01189547215,supported,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81.2244897959,18.7755102041,0,2720.78398552,-1.25452917524,92.4192611275,-1.79760270393,12.1557748595,200,0,-107.580738872,-1.79760270393,107.595756198,0.646122376443,1.01189547215,supported,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81.2244897959,19.2857142857,0,2720.78398552,-1.25452917524,92.6333608997,-2.07648058053,13.1361702435,200,0,-107.3666391,-2.07648058053,107.386716885,0.645042392964,1.01189547215,supported,grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
