ball_speed_mph,launch_angle_deg,launch_direction_deg,spin_rate_rpm,spin_axis_deg,predicted_carry_yd,predicted_lateral_yd,predicted_apex_yd,target_distance_yd,target_lateral_yd,forward_error_yd,lateral_error_yd,objective_yd,support_knn_distance,support_threshold,support_category,source,sample_count,candidate_id,rank
125.29984287,13.3334035194,0,2622.3580235,2.3517479209,201.3274443,2.08026203263,21.0634549821,200,0,1.32744430028,2.08026203263,2.46771118543,0.428055435849,1.01189547215,supported,lhs,20000,sampling_013086,27
128.976410444,14.7023785343,0,7673.2022446,0.689434637488,202.101999779,1.39205846454,28.6893768033,200,0,2.10199977934,1.39205846454,2.52115644914,1.30723624264,1.01189547215,out_of_support,lhs,20000,sampling_013931,28
125.416589679,24.6601787044,0,6191.69389418,-0.538168817939,199.155169687,2.38109432289,37.3851247779,200,0,-0.844830312834,2.38109432289,2.52652892957,1.05516964233,1.01189547215,borderline,lhs,20000,sampling_015749,29
124.762087551,14.685907877,0,3044.85697846,1.7721333715,199.389270058,2.46353103412,25.0279574123,200,0,-0.61072994168,2.46353103412,2.53810484767,0.373916580634,1.01189547215,supported,lhs,20000,sampling_019679,30
126.766227976,28.5368254126,0,6696.77670856,0.408791607042,200.887745737,2.42277173907,37.2348755871,200,0,0.887745736614,2.42277173907,2.580293664,1.51531350555,1.01189547215,out_of_support,lhs,20000,sampling_004451,31
136.71839992,8.37711205622,0,4206.72314386,1.68832579225,197.507613043,0.978082145767,17.5251470985,200,0,-2.4923869573,0.978082145767,2.67743112494,0.607584124611,1.01189547215,supported,lhs,20000,sampling_006186,32
126.32980593,28.2687483184,0,8981.92069991,0.663562590871,198.930770098,2.46511748809,37.2348755871,200,0,-1.06922990196,2.46511748809,2.68701634036,2.12883457743,1.01189547215,out_of_support,lhs,20000,sampling_002453,33
131.244516717,10.2897876575,0,7385.59506439,0.0144369106054,197.257114389,-0.164042483317,20.5591498081,200,0,-2.7428856109,-0.164042483317,2.74778663852,1.33263788295,1.01189547215,out_of_support,lhs,20000,sampling_005077,34
129.635129122,15.0746688409,0,7736.13687963,0.703481305637,202.452533494,1.35202672067,29.6183554616,200,0,2.45253349372,1.35202672067,2.80051723637,1.33339615134,1.01189547215,out_of_support,lhs,20000,sampling_013949,35
128.933266786,14.8669840974,0,7670.79360228,0.655620258288,202.452533494,1.39205846454,29.5496682631,200,0,2.45253349372,1.39205846454,2.8200615785,1.30423860229,1.01189547215,out_of_support,lhs,20000,sampling_010670,36
128.298184646,10.8227679731,0,3578.6052278,-0.876739504705,197.571124909,-1.58249727016,17.5387857141,200,0,-2.4288750914,-1.58249727016,2.89891907781,0.383964490705,1.01189547215,supported,lhs,20000,sampling_003459,37
125.42422704,19.3920373424,0,6497.48980969,-2.74646681888,197.877354383,-2.03011281304,36.1442794599,200,0,-2.12264561687,-2.03011281304,2.93717252617,0.988298247904,1.01189547215,supported,lhs,20000,sampling_018861,38
126.371416208,14.1020836451,0,3134.71573916,-0.966275200335,202.371079575,-1.74475282571,23.9318011139,200,0,2.37107957538,-1.74475282571,2.94383776313,0.393332726379,1.01189547215,supported,lhs,20000,sampling_001988,39
122.430110968,17.0318545103,0,2492.50287352,1.94612832916,198.540921914,2.56226542138,22.483338833,200,0,-1.45907808615,2.56226542138,2.94857812362,0.531571572355,1.01189547215,supported,lhs,20000,sampling_009444,40
139.2944162,10.5006869644,0,1282.08820545,-4.58061660089,197.952960435,-2.15866891712,12.7952093929,200,0,-2.0470395652,-2.15866891712,2.97493234801,0.77713117178,1.01189547215,supported,lhs,20000,sampling_003453,41
124.49507061,25.248267917,0,5972.50721176,0.267647947682,197.997596583,2.37105268105,37.1220663499,200,0,-2.00240341661,2.37105268105,3.10346745741,0.991683096085,1.01189547215,supported,lhs,20000,sampling_012273,42
