candidate_id,nominal_rank,objective_yd,support_category,selection_method,cluster_id,selected_for_robustness,ball_speed_mph,launch_angle_deg,spin_rate_rpm,spin_axis_deg,launch_direction_deg,predicted_carry_yd,predicted_lateral_yd,predicted_apex_yd,support_knn_distance,support_threshold,source,rank,seed
local_2026_02092,25,0.0384276899032,supported,all_supported_near_optimal,-1,True,121.499788729,19.7782531553,2682.14049445,-0.619304010051,0,199.992290142,0.0376463204443,32.107491631,0.633283060827,1.01189547215,local_refinement,25,2026
local_2026_03769,26,0.0480638268325,supported,all_supported_near_optimal,-1,True,120.33228721,19.3130786846,2375.73444996,0.67387002586,0,200.006178672,-0.0476650338942,28.0592060154,0.628594947015,1.01189547215,local_refinement,26,2026
local_2026_04441,27,0.0480638268325,supported,all_supported_near_optimal,-1,True,120.752987708,19.2462723349,2351.8147094,0.298741105299,0,200.006178672,-0.0476650338942,28.0601075808,0.632578443491,1.01189547215,local_refinement,27,2026
local_2026_02357,28,0.0520228982994,supported,all_supported_near_optimal,-1,True,120.730497819,19.0864349098,2425.54327234,0.593432209703,0,200.004343816,0.0518412308049,27.6910227472,0.606039651168,1.01189547215,local_refinement,28,2026
local_2026_00562,29,0.0535826825144,supported,all_supported_near_optimal,-1,True,121.112107894,20.3114702835,2599.35262037,-0.505609003216,0,199.948789645,0.0157671620728,29.0794521821,0.670126596908,1.01189547215,local_refinement,29,2026
local_2026_01400,30,0.0547686215269,supported,all_supported_near_optimal,-1,True,119.182917394,20.0313059253,2645.93580341,-0.615201425194,0,199.991189829,-0.054055367903,30.5021354051,0.656855433406,1.01189547215,local_refinement,30,2026
local_2028_02220,31,0.0572294570894,supported,all_supported_near_optimal,-1,True,130.704805828,11.0188409405,6553.96254219,-0.328476643346,0,199.990339673,0.0564082338521,23.2287184524,0.997594784878,1.01189547215,local_refinement,31,2028
local_2026_04544,32,0.0623975270048,supported,all_supported_near_optimal,-1,True,122.039771361,19.9778496013,2645.47664429,-1.97093988878,0,199.937855263,-0.00561097728783,30.8855931585,0.670775029142,1.01189547215,local_refinement,35,2026
local_2026_04663,33,0.0623975270048,supported,all_supported_near_optimal,-1,True,121.994656667,19.8736880562,2642.01304745,-2.19055703268,0,199.937855263,-0.00561097728783,30.8855931585,0.671049576721,1.01189547215,local_refinement,36,2026
local_2026_00907,34,0.0657090300482,supported,all_supported_near_optimal,-1,True,121.898303746,19.6910431619,2607.36916795,-0.277161485816,0,199.98135576,-0.0630084832386,28.777613676,0.640407252104,1.01189547215,local_refinement,37,2026
local_2030_01374,35,0.0693087517927,supported,all_supported_near_optimal,-1,True,127.756272797,12.6012569757,3793.10876514,0.417430359553,0,200.011308601,0.0683799577341,21.8841152046,0.393739436532,1.01189547215,local_refinement,38,2030
local_2026_03460,36,0.0765517575553,supported,all_supported_near_optimal,-1,True,120.880879534,19.1230966857,2338.78007904,0.661283926797,0,200.004343816,0.0764284165,27.6781965309,0.621582209201,1.01189547215,local_refinement,39,2026
local_2030_02556,37,0.0776956356423,supported,all_supported_near_optimal,-1,True,128.339893155,12.6906449827,3777.06388856,0.234406888758,0,199.96311107,0.0683799577341,21.8841152046,0.4108306455,1.01189547215,local_refinement,40,2030
local_2026_00862,38,0.0786743801039,supported,all_supported_near_optimal,-1,True,122.064250183,19.5496030527,2681.85514168,-0.920536824862,0,200.052112964,-0.0589397748543,31.5800419704,0.631866511191,1.01189547215,local_refinement,41,2026
local_2026_02841,39,0.08210795757,supported,all_supported_near_optimal,-1,True,120.835853255,18.7574831071,2387.42252756,0.453443694696,0,199.92289829,0.0282319488403,27.1687343365,0.594369681159,1.01189547215,local_refinement,42,2026
local_2026_03562,40,0.08210795757,supported,all_supported_near_optimal,-1,True,120.383452484,18.7661106892,2386.38485725,0.455881724608,0,199.92289829,0.0282319488403,27.167832771,0.594916974934,1.01189547215,local_refinement,43,2026
local_2026_01065,41,0.0854094904974,supported,all_supported_near_optimal,-1,True,121.54903263,19.9640255163,2650.48910141,-0.867742135761,0,199.948789645,0.0683540825513,30.8658146765,0.649851951334,1.01189547215,local_refinement,44,2026
local_2026_03980,42,0.0884471774391,supported,all_supported_near_optimal,-1,True,120.807190898,19.191514638,2430.53855086,0.371765185024,0,200.006178672,-0.0882311011113,27.9615381971,0.615437946244,1.01189547215,local_refinement,45,2026
local_2026_00650,43,0.0884471774391,supported,all_supported_near_optimal,-1,True,120.49086075,19.15584156,2397.79474102,0.322913471813,0,200.006178672,-0.0882311011113,27.9606366316,0.618823101345,1.01189547215,local_refinement,46,2026
local_2026_01930,44,0.0884471774391,supported,all_supported_near_optimal,-1,True,120.472261359,19.2899547015,2407.03600172,0.542168908068,0,200.006178672,-0.0882311011113,28.0592060154,0.62366488751,1.01189547215,local_refinement,47,2026
local_2030_01840,45,0.0892076672872,supported,all_supported_near_optimal,-1,True,127.63188677,12.8600357795,4064.56448485,0.383509652519,0,199.910908505,0.00455119158032,23.4221887786,0.418303747562,1.01189547215,local_refinement,48,2030
local_2030_03806,46,0.0892076672872,supported,all_supported_near_optimal,-1,True,127.93999649,12.7368195602,4004.6328043,0.636758459644,0,199.910908505,0.00455119158032,22.14895225,0.418440101044,1.01189547215,local_refinement,49,2030
