candidate_id,parameter_scenario,model_member,model_member_count,model_combination_rule,simulation_count,mean_miss_distance_yd,median_miss_distance_yd,p90_miss_distance_yd,p95_miss_distance_yd,worst_model_mean_miss_yd,probability_within_3yd,probability_within_5yd,objective_prediction_std
local_2026_03330,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,2.92057310177,2.88983519641,4.76615132101,5.24045692206,2.92057310177,0.531,0.923,0
local_2026_00678,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,5.53741093899,4.37602742777,9.00407428309,10.1856258824,5.53741093899,0.024,0.6165,0
local_2026_04986,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,4.00946181581,3.88195479845,5.27773813115,7.93916458885,4.00946181581,0.153,0.8645,0
local_2026_01563,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,3.41683623339,3.3751373741,5.28923559408,5.84483722257,3.41683623339,0.4305,0.8185,0
local_2027_04563,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,5.86071443829,5.05781854882,11.8690023984,12.0280713226,5.86071443829,0.3375,0.491,0
local_2029_03124,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,5.75517388652,4.94980630861,11.8612363139,12.019739653,5.75517388652,0.343,0.505,0
local_2029_04568,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,5.73937006704,4.94705850329,11.8418826623,12.0037489045,5.73937006704,0.344,0.508,0
local_2026_03091,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,8.22637962774,8.56233756801,11.7832252536,12.3022500327,8.22637962774,0.0005,0.228,0
local_2026_04631,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,5.0936798623,4.17984631745,8.50905685829,9.7180148683,5.0936798623,0.0385,0.6845,0
local_2026_01655,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,8.90561786634,9.42458604824,12.2473589533,12.8073586614,8.90561786634,0.001,0.165,0
local_2030_03580,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,4.42569519651,3.83890956013,7.47303342275,8.93554911818,4.42569519651,0.3285,0.686,0
local_2026_00773,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,4.67923913464,4.10511806887,8.16229159979,8.88046030796,4.67923913464,0.069,0.7785,0
local_2026_03128,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,3.25559656573,3.15632911221,5.26792618199,5.46134635415,3.25559656573,0.4725,0.8435,0
local_2026_02288,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,4.22944603622,3.98419506855,5.69412193897,8.16718431065,4.22944603622,0.1305,0.8165,0
local_2026_03267,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,3.88202505979,3.92783645331,5.16689284449,6.1447875994,3.88202505979,0.1975,0.864,0
local_2026_04298,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,3.87550105187,3.92108212675,5.16143855829,6.1447875994,3.87550105187,0.196,0.866,0
local_2029_02651,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,6.41953795383,7.52634040134,11.8910924419,12.0048610251,6.41953795383,0.2875,0.4135,0
local_2026_00696,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,3.24705456084,3.20991687813,5.2015074419,5.41240002839,3.24705456084,0.4705,0.8555,0
local_2027_02644,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,5.95404810252,5.04363826775,11.8766330859,12.0560035701,5.95404810252,0.3235,0.497,0
local_2029_03983,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,6.32124784371,7.57822529994,11.9445664611,12.1039362128,6.32124784371,0.3005,0.4595,0
local_2030_01834,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,4.03978790138,3.85093548663,6.10111768177,6.67366641898,4.03978790138,0.308,0.793,0
local_2027_01673,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,6.77418696412,7.68480967862,11.9440575023,12.0251935566,6.77418696412,0.2855,0.3825,0
local_2027_02566,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,6.72967476908,7.68189896395,11.9453606367,12.0142432603,6.72967476908,0.2895,0.3865,0
local_2027_03634,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,6.4463068017,7.59980803307,11.9164415382,12.0036384737,6.4463068017,0.3025,0.4155,0
local_2029_03285,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,6.39348445169,7.59278200081,11.9253428202,12.0197929629,6.39348445169,0.308,0.4225,0
local_2027_01446,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,5.52574249801,4.90102681478,11.5663478596,11.9431315023,5.52574249801,0.339,0.528,0
local_2029_01564,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,6.57592072558,7.62849736402,11.9351607149,12.0080658736,6.57592072558,0.2975,0.407,0
local_2027_03828,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,6.89641464784,7.76416111278,11.9641097501,12.055713791,6.89641464784,0.2785,0.375,0
local_2027_01450,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,5.59563575266,4.89485814818,11.6553210985,11.9578495342,5.59563575266,0.336,0.5225,0
local_2029_02449,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,5.96813228363,5.31659203136,11.8594799175,11.9899944334,5.96813228363,0.3275,0.4725,0
local_2027_02469,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,6.65658774296,7.68508362093,11.9551840282,12.0465279959,6.65658774296,0.2925,0.3965,0
local_2029_01190,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,5.54324227304,4.86605851699,11.639518302,11.9556252573,5.54324227304,0.3405,0.534,0
local_2029_01632,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,5.62903143218,4.8849621331,11.7162314596,11.9813021364,5.62903143218,0.3345,0.5215,0
local_2029_02906,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,5.86814845408,5.08325568437,11.8422025773,12.0112547119,5.86814845408,0.337,0.487,0
local_2027_02466,ideal,1,1,paired_5_carry_5_lateral_by_member_index,2000,6.5022512575,7.65127198189,11.9553083132,12.0451993518,6.5022512575,0.302,0.417,0
