ball_speed_mph,launch_angle_deg,launch_direction_deg,spin_rate_rpm,spin_axis_deg,predicted_carry_yd,predicted_lateral_yd,predicted_apex_yd,target_distance_yd,target_lateral_yd,forward_error_yd,lateral_error_yd,objective_yd,support_knn_distance,support_threshold,support_category,source,sample_count,candidate_id,rank,seed,candidate_type
121.112598931,19.6161542956,0,2627.70810176,-0.365694255678,199.992290142,-0.00654671446218,28.7639047264,200,0,-0.00770985786545,-0.00654671446218,0.0101144143951,0.633695938788,1.01189547215,supported,differential_evolution,,de_seed_2026,1,2026,
120.242954821,18.9299405954,0,2439.26713164,0.562320281182,200.004343816,-0.0100147118697,27.490270242,200,0,0.00434381584671,-0.0100147118697,0.0109161893508,0.595484007785,1.01189547215,supported,local_refinement,,local_2026_01546,2,2026,
127.908738177,12.6118990134,0,4011.37447174,0.597632321823,200.011308601,0.00455119158032,22.14895225,200,0,0.0113086009459,0.00455119158032,0.0121900697354,0.417822397715,1.01189547215,supported,local_refinement,,local_2030_01110,3,2030,
127.730193528,12.6210602453,0,4052.11964825,0.294681272975,200.011308601,0.00455119158032,22.1748708399,200,0,0.0113086009459,0.00455119158032,0.0121900697354,0.41833813661,1.01189547215,supported,local_refinement,,local_2030_02240,4,2030,
128.413374806,12.5928397819,0,4046.28656882,0.357995731247,200.011308601,0.00455119158032,22.1748708399,200,0,0.0113086009459,0.00455119158032,0.0121900697354,0.437814513161,1.01189547215,supported,differential_evolution,,de_seed_2030,5,2030,
127.773035931,12.856038462,0,3955.11853001,0.441362531328,199.984227747,0.00455119158032,23.3962701887,200,0,-0.015772252797,0.00455119158032,0.0164157638596,0.408809070747,1.01189547215,supported,local_refinement,,local_2030_02785,6,2030,
128.206340427,12.7913071752,0,3956.44712571,0.791495461178,199.984227747,0.00455119158032,22.6401267393,200,0,-0.015772252797,0.00455119158032,0.0164157638596,0.423363644172,1.01189547215,supported,local_refinement,,local_2030_04036,7,2030,
122.034704075,18.7755553587,0,2603.0242911,-0.723960840304,200.019409757,0.00223946573959,27.6292485449,200,0,0.0194097569982,0.00223946573959,0.0195385228082,0.591077311372,1.01189547215,supported,local_refinement,,local_2026_00160,8,2026,
130.797096495,11.5259085339,0,6516.84953779,-0.397986947552,199.985686424,0.0137228798186,23.9058895912,200,0,-0.0143135760423,0.0137228798186,0.0198291676486,0.975297292406,1.01189547215,supported,differential_evolution,,de_seed_2028,9,2028,
120.750989557,19.4818696149,0,2348.78090538,0.450078135166,200.006178672,-0.0213860809604,28.0601075808,200,0,0.00617867248241,-0.0213860809604,0.0222607379143,0.648134798564,1.01189547215,supported,local_refinement,,local_2026_04651,10,2026,
127.613668209,12.573678336,0,3880.68470915,0.314289592084,200.011308601,0.0250028821333,21.8841152046,200,0,0.0113086009459,0.0250028821333,0.0274413660434,0.397531458505,1.01189547215,supported,local_refinement,,local_2030_00370,11,2030,
128.106228001,12.5908014298,0,3887.30934377,0.443559995707,200.011308601,0.0250028821333,22.0075484536,200,0,0.0113086009459,0.0250028821333,0.0274413660434,0.413669766062,1.01189547215,supported,local_refinement,,local_2030_02126,12,2030,
128.366043965,12.5969207306,0,3884.09831701,0.437804578593,200.011308601,0.0250028821333,22.0075484536,200,0,0.0113086009459,0.0250028821333,0.0274413660434,0.418739770911,1.01189547215,supported,local_refinement,,local_2030_03817,13,2030,
127.593916971,12.8357094379,0,3860.96369365,0.500925262881,199.984227747,0.0250028821333,22.4912278314,200,0,-0.015772252797,0.0250028821333,0.0295619362232,0.390103184743,1.01189547215,supported,local_refinement,,local_2030_04361,14,2030,
127.89569281,12.7467216164,0,3936.27996369,0.474152555772,199.984227747,0.0250028821333,22.14895225,200,0,-0.015772252797,0.0250028821333,0.0295619362232,0.411831268207,1.01189547215,supported,local_refinement,,local_2030_04570,15,2030,
128.011332406,12.7856473166,0,3916.50836387,0.814418621165,199.984227747,0.0250028821333,22.6401267393,200,0,-0.015772252797,0.0250028821333,0.0295619362232,0.413863581199,1.01189547215,supported,local_refinement,,local_2030_00564,16,2030,
128.191033767,12.9256808309,0,3890.26890702,0.469500284837,199.984227747,0.0250028821333,23.3962701887,200,0,-0.015772252797,0.0250028821333,0.0295619362232,0.414519273359,1.01189547215,supported,local_refinement,,local_2030_04150,17,2030,
128.096225956,12.8833253556,0,3932.89900101,0.374279064651,199.984227747,0.0250028821333,23.3962701887,200,0,-0.015772252797,0.0250028821333,0.0295619362232,0.416754058992,1.01189547215,supported,local_refinement,,local_2030_03303,18,2030,
126.126844668,21.9229851225,0,4784.92035686,-1.10663561043,199.982499513,-0.0249854787981,35.9806009045,200,0,-0.0175004874074,-0.0249854787981,0.0305047735652,0.818696056228,1.01189547215,supported,differential_evolution,,de_seed_2029,19,2029,
126.300623541,21.8999499437,0,4786.36498158,-1.47947533902,199.982499513,-0.0249854787981,35.9806009045,200,0,-0.0175004874074,-0.0249854787981,0.0305047735652,0.825673782538,1.01189547215,supported,differential_evolution,,de_seed_2027,20,2027,
120.546963053,18.9140623734,0,2351.62786025,0.423992034494,200.004343816,0.0305513553473,27.490270242,200,0,0.00434381584671,0.0305513553473,0.030858613865,0.609403385638,1.01189547215,supported,local_refinement,,local_2026_01576,21,2026,
121.269455852,20.1175429676,0,2566.52167192,-0.469732451679,200.031256911,0.0157671620728,29.1005015796,200,0,0.0312569114457,0.0157671620728,0.0350085405716,0.666990751809,1.01189547215,supported,local_refinement,,local_2026_03904,22,2026,
121.115762288,20.3525393901,0,2575.23575052,-0.220150507686,200.031256911,0.0157671620728,28.8199055675,200,0,0.0312569114457,0.0157671620728,0.0350085405716,0.673461092646,1.01189547215,supported,local_refinement,,local_2026_02392,23,2026,
121.719624097,19.7886060906,0,2596.97174247,-0.245322535106,199.98135576,0.0334220723878,28.777613676,200,0,-0.0186442395891,0.0334220723878,0.0382706492309,0.644959248027,1.01189547215,supported,local_refinement,,local_2026_02752,24,2026,
121.499788729,19.7782531553,0,2682.14049445,-0.619304010051,199.992290142,0.0376463204443,32.107491631,200,0,-0.00770985786545,0.0376463204443,0.0384276899032,0.633283060827,1.01189547215,supported,local_refinement,,local_2026_02092,25,2026,
120.33228721,19.3130786846,0,2375.73444996,0.67387002586,200.006178672,-0.0476650338942,28.0592060154,200,0,0.00617867248241,-0.0476650338942,0.0480638268325,0.628594947015,1.01189547215,supported,local_refinement,,local_2026_03769,26,2026,
120.752987708,19.2462723349,0,2351.8147094,0.298741105299,200.006178672,-0.0476650338942,28.0601075808,200,0,0.00617867248241,-0.0476650338942,0.0480638268325,0.632578443491,1.01189547215,supported,local_refinement,,local_2026_04441,27,2026,
120.730497819,19.0864349098,0,2425.54327234,0.593432209703,200.004343816,0.0518412308049,27.6910227472,200,0,0.00434381584671,0.0518412308049,0.0520228982994,0.606039651168,1.01189547215,supported,local_refinement,,local_2026_02357,28,2026,
121.112107894,20.3114702835,0,2599.35262037,-0.505609003216,199.948789645,0.0157671620728,29.0794521821,200,0,-0.0512103550623,0.0157671620728,0.0535826825144,0.670126596908,1.01189547215,supported,local_refinement,,local_2026_00562,29,2026,
119.182917394,20.0313059253,0,2645.93580341,-0.615201425194,199.991189829,-0.054055367903,30.5021354051,200,0,-0.00881017053337,-0.054055367903,0.0547686215269,0.656855433406,1.01189547215,supported,local_refinement,,local_2026_01400,30,2026,
130.704805828,11.0188409405,0,6553.96254219,-0.328476643346,199.990339673,0.0564082338521,23.2287184524,200,0,-0.00966032672494,0.0564082338521,0.0572294570894,0.997594784878,1.01189547215,supported,local_refinement,,local_2028_02220,31,2028,
130.446961591,10.9542850758,0,6710.58542083,-0.548613835553,199.990339673,0.0564082338521,23.4173090426,200,0,-0.00966032672494,0.0564082338521,0.0572294570894,1.0542882549,1.01189547215,borderline,local_refinement,,local_2028_01013,32,2028,
130.383734562,10.9391065761,0,6752.43546308,-0.317663779419,199.990339673,0.0564082338521,23.2529143607,200,0,-0.00966032672494,0.0564082338521,0.0572294570894,1.06599827487,1.01189547215,borderline,local_refinement,,local_2028_01669,33,2028,
130.708337058,10.9456547301,0,6778.61586364,-0.535732008666,199.990339673,0.0564082338521,23.4173090426,200,0,-0.00966032672494,0.0564082338521,0.0572294570894,1.08393660113,1.01189547215,borderline,local_refinement,,local_2028_04359,34,2028,
122.039771361,19.9778496013,0,2645.47664429,-1.97093988878,199.937855263,-0.00561097728783,30.8855931585,200,0,-0.0621447367859,-0.00561097728783,0.0623975270048,0.670775029142,1.01189547215,supported,local_refinement,,local_2026_04544,35,2026,
121.994656667,19.8736880562,0,2642.01304745,-2.19055703268,199.937855263,-0.00561097728783,30.8855931585,200,0,-0.0621447367859,-0.00561097728783,0.0623975270048,0.671049576721,1.01189547215,supported,local_refinement,,local_2026_04663,36,2026,
121.898303746,19.6910431619,0,2607.36916795,-0.277161485816,199.98135576,-0.0630084832386,28.777613676,200,0,-0.0186442395891,-0.0630084832386,0.0657090300482,0.640407252104,1.01189547215,supported,local_refinement,,local_2026_00907,37,2026,
127.756272797,12.6012569757,0,3793.10876514,0.417430359553,200.011308601,0.0683799577341,21.8841152046,200,0,0.0113086009459,0.0683799577341,0.0693087517927,0.393739436532,1.01189547215,supported,local_refinement,,local_2030_01374,38,2030,
120.880879534,19.1230966857,0,2338.78007904,0.661283926797,200.004343816,0.0764284165,27.6781965309,200,0,0.00434381584671,0.0764284165,0.0765517575553,0.621582209201,1.01189547215,supported,local_refinement,,local_2026_03460,39,2026,
128.339893155,12.6906449827,0,3777.06388856,0.234406888758,199.96311107,0.0683799577341,21.8841152046,200,0,-0.0368889302929,0.0683799577341,0.0776956356423,0.4108306455,1.01189547215,supported,local_refinement,,local_2030_02556,40,2030,
122.064250183,19.5496030527,0,2681.85514168,-0.920536824862,200.052112964,-0.0589397748543,31.5800419704,200,0,0.0521129640766,-0.0589397748543,0.0786743801039,0.631866511191,1.01189547215,supported,local_refinement,,local_2026_00862,41,2026,
120.835853255,18.7574831071,0,2387.42252756,0.453443694696,199.92289829,0.0282319488403,27.1687343365,200,0,-0.0771017104933,0.0282319488403,0.08210795757,0.594369681159,1.01189547215,supported,local_refinement,,local_2026_02841,42,2026,
120.383452484,18.7661106892,0,2386.38485725,0.455881724608,199.92289829,0.0282319488403,27.167832771,200,0,-0.0771017104933,0.0282319488403,0.08210795757,0.594916974934,1.01189547215,supported,local_refinement,,local_2026_03562,43,2026,
121.54903263,19.9640255163,0,2650.48910141,-0.867742135761,199.948789645,0.0683540825513,30.8658146765,200,0,-0.0512103550623,0.0683540825513,0.0854094904974,0.649851951334,1.01189547215,supported,local_refinement,,local_2026_01065,44,2026,
120.807190898,19.191514638,0,2430.53855086,0.371765185024,200.006178672,-0.0882311011113,27.9615381971,200,0,0.00617867248241,-0.0882311011113,0.0884471774391,0.615437946244,1.01189547215,supported,local_refinement,,local_2026_03980,45,2026,
120.49086075,19.15584156,0,2397.79474102,0.322913471813,200.006178672,-0.0882311011113,27.9606366316,200,0,0.00617867248241,-0.0882311011113,0.0884471774391,0.618823101345,1.01189547215,supported,local_refinement,,local_2026_00650,46,2026,
120.472261359,19.2899547015,0,2407.03600172,0.542168908068,200.006178672,-0.0882311011113,28.0592060154,200,0,0.00617867248241,-0.0882311011113,0.0884471774391,0.62366488751,1.01189547215,supported,local_refinement,,local_2026_01930,47,2026,
127.63188677,12.8600357795,0,4064.56448485,0.383509652519,199.910908505,0.00455119158032,23.4221887786,200,0,-0.0890914954304,0.00455119158032,0.0892076672872,0.418303747562,1.01189547215,supported,local_refinement,,local_2030_01840,48,2030,
127.93999649,12.7368195602,0,4004.6328043,0.636758459644,199.910908505,0.00455119158032,22.14895225,200,0,-0.0890914954304,0.00455119158032,0.0892076672872,0.418440101044,1.01189547215,supported,local_refinement,,local_2030_03806,49,2030,
127.904471807,12.7020787425,0,4051.62511233,0.410785394117,199.910908505,0.00455119158032,22.1748708399,200,0,-0.0890914954304,0.00455119158032,0.0892076672872,0.423108304946,1.01189547215,supported,local_refinement,,local_2030_00135,50,2030,
127.999477041,12.7047220809,0,4033.38100606,0.56241202732,199.910908505,0.00455119158032,22.14895225,200,0,-0.0890914954304,0.00455119158032,0.0892076672872,0.423282469791,1.01189547215,supported,local_refinement,,local_2030_04792,51,2030,
128.049198996,12.9392112424,0,4062.23778234,0.451798098169,199.910908505,0.00455119158032,23.4221887786,200,0,-0.0890914954304,0.00455119158032,0.0892076672872,0.431472565997,1.01189547215,supported,local_refinement,,local_2030_04104,52,2030,
122.078376715,20.0830490689,0,2677.12086596,-2.21501005974,199.937855263,0.0670636505067,30.8855931585,200,0,-0.0621447367859,0.0670636505067,0.0914303096871,0.674150212493,1.01189547215,supported,local_refinement,,local_2026_03344,53,2026,
121.09295889,19.7964047276,0,2571.41415844,-0.499679711875,200.074757409,-0.054120668343,29.023451341,200,0,0.0747574086425,-0.054120668343,0.0922914778777,0.652885689868,1.01189547215,supported,local_refinement,,local_2026_02045,54,2026,
121.052498063,18.9319781789,0,2343.13108307,0.730846562795,200.004343816,0.0924072980219,27.4911718074,200,0,0.00434381584671,0.0924072980219,0.092509337171,0.608263647288,1.01189547215,supported,local_refinement,,local_2026_02304,55,2026,
120.651786046,18.6235660887,0,2440.75971526,0.738856649373,199.92289829,0.058745601285,27.1696560032,200,0,-0.0771017104933,0.058745601285,0.0969315192873,0.575200852926,1.01189547215,supported,local_refinement,,local_2026_03392,56,2026,
120.501068106,18.629176909,0,2409.39067083,0.59429917818,199.92289829,0.058745601285,27.1696560032,200,0,-0.0771017104933,0.058745601285,0.0969315192873,0.58209302675,1.01189547215,supported,local_refinement,,local_2026_04482,57,2026,
120.672228494,18.6778745314,0,2410.46166694,0.547803633695,199.92289829,0.058745601285,27.2026863429,200,0,-0.0771017104933,0.058745601285,0.0969315192873,0.585085364931,1.01189547215,supported,local_refinement,,local_2026_03204,58,2026,
121.279886827,20.0367652461,0,2628.72527925,-0.483951484704,199.948789645,0.0898838411642,29.1005015796,200,0,-0.0512103550623,0.0898838411642,0.103448563876,0.651168628374,1.01189547215,supported,local_refinement,,local_2026_01146,59,2026,
122.098110841,19.583724767,0,2649.22188579,-1.58289381856,199.98135576,-0.102041532914,30.7887644378,200,0,-0.0186442395891,-0.102041532914,0.103730815621,0.644214688616,1.01189547215,supported,local_refinement,,local_2026_01632,60,2026,
122.056431083,19.629763601,0,2668.5254057,-1.91293496001,199.98135576,-0.102041532914,30.8085429199,200,0,-0.0186442395891,-0.102041532914,0.103730815621,0.649433904413,1.01189547215,supported,local_refinement,,local_2026_04695,61,2026,
126.036785657,26.543007618,0,4779.91322804,-1.42575008583,200.102490205,0.0196665264269,37.287374413,200,0,0.102490205254,0.0196665264269,0.104360023163,0.996316977092,1.01189547215,supported,lhs,20000,sampling_003144,62,,
122.463958866,20.1096327359,0,2394.06745328,-2.13927348029,200.104579177,0.000126597893506,29.0353544876,200,0,0.104579177166,0.000126597893506,0.104579253792,0.728219818606,1.01189547215,supported,local_refinement,,local_2026_04597,63,2026,
