ball_speed_mph,launch_angle_deg,launch_direction_deg,spin_rate_rpm,spin_axis_deg,predicted_carry_yd,predicted_lateral_yd,predicted_apex_yd,target_distance_yd,target_lateral_yd,forward_error_yd,lateral_error_yd,objective_yd,support_knn_distance,support_threshold,support_category,source,sample_count,candidate_id,rank,seed,candidate_type,mean_miss_distance_yd,median_miss_distance_yd,p90_miss_distance_yd,maximum_miss_distance_yd,probability_within_3yd,probability_within_5yd,simulations
121.112598931,19.6161542956,0,2627.70810176,-0.365694255678,199.992290142,-0.00654671446218,28.7639047264,200,0,-0.00770985786545,-0.00654671446218,0.0101144143951,0.633695938788,1.01189547215,supported,differential_evolution,,de_seed_2026,1,2026,nominal_optimum,2.11158274958,1.80861968766,4.11040796603,9.25710994855,0.7855,0.9735,2000
120.750989557,19.4818696149,0,2348.78090538,0.450078135166,200.006178672,-0.0213860809604,28.0601075808,200,0,0.00617867248241,-0.0213860809604,0.0222607379143,0.648134798564,1.01189547215,supported,local_refinement,,local_2026_04651,10,2026,robust_recommended_optimum,1.78369334351,1.59753561132,3.13487829709,7.334758568,0.8865,0.992,2000
