record_id,ball_speed_mph,launch_angle_deg,spin_rate_rpm,spin_axis_deg,loo_knn_distance,support_threshold,support_category
512,111.9139,11.15,1535.9399,-57.3,0.42003307869,1.01189547215,supported
513,123.121,8.22,5359.4902,2.7,0.592925815663,1.01189547215,supported
514,104.8005,10.69,4190.46,3.35,0.549163093866,1.01189547215,supported
515,131.4424,7.16,4369.9902,7.84,0.554685977671,1.01189547215,supported
516,130.3239,7.34,4713.6299,-0.05,0.583422318889,1.01189547215,supported
517,116.6562,9.25,2562.3201,-51.07,0.648023636616,1.01189547215,supported
518,123.9934,4.82,3445.6899,-4.22,0.656006239654,1.01189547215,supported
519,109.2072,14.33,849.24,-24.45,0.554568085218,1.01189547215,supported
520,120.034,10.41,3988.6799,-15.14,0.574464559651,1.01189547215,supported
522,88.0682,13.52,4993.6699,18.09,0.645284258985,1.01189547215,supported
525,80.731,29.32,6339.0801,4.62,0.931166706209,1.01189547215,supported
526,80.0376,28.68,8812.7695,9.3,1.28616895411,1.01189547215,borderline
527,90.7078,27.92,7807.3198,16.88,0.921996697787,1.01189547215,supported
530,98.1344,24.33,8486.1504,16.37,0.74421668052,1.01189547215,supported
531,101.0648,24.33,5763.6401,3.68,0.653074673246,1.01189547215,supported
532,98.2686,21.88,6398.4199,-4.14,0.529455272037,1.01189547215,supported
535,99.6108,19.16,5252.0498,19.51,0.454668920336,1.01189547215,supported
539,90.8867,15.61,1084.75,62.19,1.21144917125,1.01189547215,borderline
540,126.7001,14.74,5169.3198,2.91,0.58904169387,1.01189547215,supported
542,90.663,17.69,1917.46,11.01,0.521132025034,1.01189547215,supported
543,105.2926,19.58,7161.4502,8.68,0.515184794667,1.01189547215,supported
544,106.3216,19.89,6480.4199,8.88,0.536580786744,1.01189547215,supported
545,102.5635,21.85,6973.8599,12.21,0.468276030152,1.01189547215,supported
547,126.9685,7.43,5484.3599,14.7,0.535441749367,1.01189547215,supported
548,102.9662,14.68,2154.27,17.81,0.392661396901,1.01189547215,supported
549,124.15,7.07,5057.1602,13.46,0.465486297678,1.01189547215,supported
550,124.5526,17.2,5565.1299,13.82,0.505720478362,1.01189547215,supported
551,125.6934,18,6542.1401,15.61,0.751268039718,1.01189547215,supported
557,93.7276,37.56,5517.4199,-9.99,0.917441129963,1.01189547215,supported
558,125.0447,22.06,5327.7202,23.55,0.845105089214,1.01189547215,supported
559,137.1018,14.81,2309.74,4.77,0.545007678607,1.01189547215,supported
561,115.2022,24.9,4988.8799,-14.78,0.884156478896,1.01189547215,supported
562,131.6437,19.84,3787.48,-8.42,0.94827099198,1.01189547215,supported
563,116.6562,24.84,5410.6001,5.21,0.837006212933,1.01189547215,supported
564,97.1054,35.38,6150.0698,-7.06,0.906662160403,1.01189547215,supported
565,114.5759,16.43,3781.5601,24.01,0.337431671387,1.01189547215,supported
567,99.2529,15.04,2359.53,30.11,0.52476328955,1.01189547215,supported
568,124.0381,9.39,4506.5498,18.86,0.413451787543,1.01189547215,supported
569,97.1278,14.98,1697.85,20.47,0.399726157012,1.01189547215,supported
570,124.0605,5.07,3618.5701,11.79,0.655947596467,1.01189547215,supported
572,111.8468,16.34,3286.3501,30.48,0.346232585372,1.01189547215,supported
574,123.7026,13.72,2957.6101,31.52,0.613864242697,1.01189547215,supported
575,112.5179,10.61,848.08,19.51,0.732826713815,1.01189547215,supported
576,100.9306,20.15,4564.2798,12.7,0.403770719771,1.01189547215,supported
579,89.6564,26.81,5113.6299,-1.52,0.437348447968,1.01189547215,supported
580,131.9792,13.01,4876.5498,27.88,0.656580316107,1.01189547215,supported
581,97.3067,18.86,5420.1802,32.63,0.605745221485,1.01189547215,supported
582,135.5807,17.97,3609.23,22.09,0.664636582123,1.01189547215,supported
583,100.9306,16.8,5512.3799,27.56,0.610584016388,1.01189547215,supported
584,93.8842,33.7,6717.8999,-14.93,0.930911148463,1.01189547215,supported
585,116.3431,13.85,1939.41,16.7,0.543189914063,1.01189547215,supported
586,121.2867,13.05,3952.6399,0.63,0.294942020592,1.01189547215,supported
590,130.3015,10.06,4075.6399,3.08,0.579195670675,1.01189547215,supported
591,119.5419,15.7,2974.1599,3.34,0.375776957651,1.01189547215,supported
592,122.5394,15.86,5215.27,14.87,0.511230472865,1.01189547215,supported
593,98.4028,15.89,1863.6899,-4.55,0.578569520846,1.01189547215,supported
594,119.1616,14.51,3602.25,0.09,0.352070919893,1.01189547215,supported
595,109.9678,15.45,2974.6299,33.17,0.448435029312,1.01189547215,supported
596,115.6272,15.85,3497.8601,26.32,0.371120786907,1.01189547215,supported
597,126.4316,13.82,2976.29,10.65,0.326822686425,1.01189547215,supported
600,118.7142,20.57,4002.25,15.28,0.533763990398,1.01189547215,supported
601,133.3885,14.37,2760.6599,13.15,0.326610725335,1.01189547215,supported
602,133.2543,15.67,2284.8301,8.56,0.499199798386,1.01189547215,supported
603,129.8542,19.15,4660.5498,27.52,0.768650490023,1.01189547215,supported
604,116.8576,23.1,3490.4399,1.53,0.783799383998,1.01189547215,supported
605,85.6747,28.22,4782.3901,-0.3,0.510777171645,1.01189547215,supported
606,86.1668,14.77,5825.2402,13.48,0.607938889296,1.01189547215,supported
609,125.4027,13.54,4059.02,4.01,0.413647734989,1.01189547215,supported
610,121.7564,9.09,3276.4399,-11.98,0.549192856824,1.01189547215,supported
611,119.8774,13.45,4175.6899,0.94,0.339849832529,1.01189547215,supported
613,121.7341,16.66,988.7,-0.96,0.730496946533,1.01189547215,supported
614,127.1027,16.5,1271.02,-31.98,0.765084793822,1.01189547215,supported
615,133.724,18.46,1958.88,17.72,0.630593295426,1.01189547215,supported
616,130.0331,13.74,3095.5,6.99,0.32238521931,1.01189547215,supported
617,122.0696,15.48,613.8,-29.2,0.715874090737,1.01189547215,supported
619,140.8822,17.8,2683.95,18.69,0.669150563346,1.01189547215,supported
620,137.4374,19.57,5810.9302,34.82,1.12220172629,1.01189547215,borderline
621,135.3794,18.63,2212.24,19.62,0.593074300948,1.01189547215,supported
622,131.241,13.29,2919.79,14.44,0.272091256445,1.01189547215,supported
624,110.3033,10.34,1519.63,-52.83,0.412377080501,1.01189547215,supported
625,128.7581,8.76,4748.2798,18.51,0.468160181957,1.01189547215,supported
626,134.3951,9.56,2459.0601,6.09,0.496818082632,1.01189547215,supported
628,139.898,12.88,1748.7,-22.75,0.991592567468,1.01189547215,supported
629,106.8808,18.48,2314.4099,18.57,0.66996638196,1.01189547215,supported
630,115.6496,18.63,6115.9502,31.82,0.565537493621,1.01189547215,supported
631,127.0132,11.75,3580.6201,23.4,0.614202354566,1.01189547215,supported
632,122.8973,4.36,3650.6599,27.23,0.706533770236,1.01189547215,supported
633,91.7815,13.8,4462.3999,-58.14,1.50587433304,1.01189547215,borderline
634,78.1586,14.57,2322.8799,-42.84,0.910234846312,1.01189547215,supported
635,84.6233,15.7,2246.04,2.99,0.619192356092,1.01189547215,supported
636,95.7409,4.67,3819,16.74,0.962779536796,1.01189547215,supported
638,105.2479,12.65,4815.0601,1.2,0.423632573316,1.01189547215,supported
640,106.2545,18.7,4582.8198,12.7,0.309706094032,1.01189547215,supported
641,98.9621,21.33,6287.79,29.49,0.593829362722,1.01189547215,supported
642,94.8014,15.9,3153.6699,6.23,0.639885880016,1.01189547215,supported
643,112.9653,12.85,4247.1201,-6.5,0.462377453698,1.01189547215,supported
644,107.1269,17.46,4320.5601,7.78,0.36576064662,1.01189547215,supported
645,107.8203,16.08,4861.9199,15.85,0.474050541199,1.01189547215,supported
647,115.6049,12.31,5809.8999,-0.1,0.745659019462,1.01189547215,supported
649,110.4375,16.54,4361.6099,7.3,0.408887567954,1.01189547215,supported
650,103.3241,13.65,4968.0601,14.73,0.495156988517,1.01189547215,supported
656,105.0689,19.84,4156.6499,9.29,0.342612158964,1.01189547215,supported
659,96.6133,18.02,4026.3899,25.43,0.515803463137,1.01189547215,supported
660,107.5295,18.26,5037.4502,9.3,0.345850927927,1.01189547215,supported
661,94.1079,6.64,4368.7798,48.16,1.16239315596,1.01189547215,borderline
662,94.1526,16.98,3215.2,-12.79,0.452368164753,1.01189547215,supported
667,80.4626,5.36,6084.6802,-10.97,1.26929250822,1.01189547215,borderline
669,111.7573,13.11,3532.48,0.33,0.424682357112,1.01189547215,supported
670,108.7822,13.1,5168.2998,32.5,0.473051066783,1.01189547215,supported
671,110.6836,4.52,1884.25,12.79,0.34061453169,1.01189547215,supported
672,110.6389,15.97,1989.9,-8.72,0.620030789831,1.01189547215,supported
674,113.0548,12.77,4459.6001,27.63,0.398779341021,1.01189547215,supported
676,119.8774,5.52,3215.49,28.16,0.630051169787,1.01189547215,supported
677,111.8916,16.86,1573.83,2.9,0.618091465409,1.01189547215,supported
679,124.1276,18.02,3973.8101,21.3,0.633981087132,1.01189547215,supported
680,134.3504,9.42,2088.1699,-4.51,0.625280218353,1.01189547215,supported
682,81.2679,7.37,2265.1299,-3.81,1.25791467191,1.01189547215,borderline
684,78.1586,23.68,6316.9399,-6.87,0.633010715449,1.01189547215,supported
685,80.2165,22.88,6424.1802,-8.63,0.604830533383,1.01189547215,supported
686,77.7559,21.17,7536,-0.82,0.686284588087,1.01189547215,supported
689,94.0632,19.87,6203.7402,-16.78,0.558833381867,1.01189547215,supported
690,78.2257,24.32,4055.0901,-17.56,0.843480345025,1.01189547215,supported
692,86.1444,23.78,3935,-11.76,0.703710596209,1.01189547215,supported
694,90.2156,21.99,7420.3301,-0.22,0.555656083315,1.01189547215,supported
695,85.0931,21.53,4018.3999,23.32,0.675156316787,1.01189547215,supported
697,97.5304,17.3,3373.0801,-7.57,0.46855657766,1.01189547215,supported
698,95.0698,19.68,5621.1899,12.62,0.442125736109,1.01189547215,supported
700,92.0723,17.65,1837.27,-12.76,0.538444346026,1.01189547215,supported
701,87.3524,21.46,2255.1101,-1.67,0.66331006999,1.01189547215,supported
704,94.4435,13.85,1111.6,-15.34,0.705546010056,1.01189547215,supported
705,96.5685,15.42,1649.3199,29.72,0.422599819566,1.01189547215,supported
708,117.7971,13.08,2900.1699,15.87,0.417752565498,1.01189547215,supported
709,85.272,13.54,1008.35,-60.62,0.864990947798,1.01189547215,supported
710,112.6297,11.41,2378.0701,-28.15,0.550838706793,1.01189547215,supported
711,102.2951,9.14,2517.1299,-9.07,0.761097271126,1.01189547215,supported
712,116.1865,8.12,3120.53,-24.77,0.578019372386,1.01189547215,supported
715,103.3912,12.63,910.05,-37.08,0.781389856183,1.01189547215,supported
716,113.5916,11.42,3942.05,11.7,0.419913030591,1.01189547215,supported
717,111.2652,11.49,1329.73,5.92,0.641494146269,1.01189547215,supported
718,97.3738,10.63,1028.04,-63.14,0.794565508399,1.01189547215,supported
719,115.8733,6.56,1711.5699,-48.65,0.553538376704,1.01189547215,supported
720,123.0315,4.95,2675.97,-28.65,0.589692266467,1.01189547215,supported
721,115.4706,9.85,1526.03,-11.95,0.618479524654,1.01189547215,supported
722,113.0324,9.6,1165.8,-23.59,0.639360468601,1.01189547215,supported
723,97.0607,10.68,4368.5,-5.89,0.63772605191,1.01189547215,supported
724,92.8776,10.45,1809.59,-72.76,0.857333407494,1.01189547215,supported
725,109.3414,13.31,526.3,16.06,0.770683208359,1.01189547215,supported
726,112.2942,12.16,660.25,-26.77,0.619246840221,1.01189547215,supported
728,125.425,7.24,2649.79,-3.04,0.6171753096,1.01189547215,supported
729,120.7275,10.42,1695.17,-0.09,0.323776316666,1.01189547215,supported
733,115.3364,8.76,1914.25,-63.09,0.494296948705,1.01189547215,supported
734,129.9436,5.35,1925.23,-29.79,0.708898034077,1.01189547215,supported
