record_id,ball_speed_mph,launch_angle_deg,launch_direction_deg,spin_rate_rpm,spin_axis_deg,loo_knn_distance,support_threshold,support_category
443,106.4782,18.7,-0.07,4421.1699,-5.35,0.474144063604,1.40896007673,supported
444,103.7044,23.14,7.45,4628.9399,10.48,0.90928358945,1.40896007673,supported
445,108.0888,21.68,4.18,4778.0698,6.4,0.64957298792,1.40896007673,supported
446,106.165,8.6,-0.68,3045.9099,18.26,0.767309584085,1.40896007673,supported
447,118.7366,14.8,-4.56,4731.4199,-1.25,0.643945490676,1.40896007673,supported
449,117.8865,19.12,10.63,4792.7798,8.83,1.16591807213,1.40896007673,supported
451,104.6886,17.65,-1.04,2458.46,-33.25,0.888264777933,1.40896007673,supported
452,122.3828,14.99,-1.99,4451.8501,-10.71,0.769185463671,1.40896007673,supported
453,111.3771,16.39,5.81,2529.2,-26.66,0.869572092932,1.40896007673,supported
454,124.1276,16.16,3.13,4526.2998,-3.54,0.757181960001,1.40896007673,supported
455,114.1061,13.14,1.8,1663.41,-37.76,0.64574058465,1.40896007673,supported
456,117.6852,9.81,0.57,1882.6801,-35.04,0.649093473176,1.40896007673,supported
457,108.648,13.32,5.32,844.74,-11.19,0.852590588781,1.40896007673,supported
460,123.4565,10.45,-2.19,3004.6299,-4.27,0.558729436516,1.40896007673,supported
462,117.7076,15.26,-2.31,2172.5701,-22.49,0.731610270705,1.40896007673,supported
463,118.4905,15.23,-1.72,2214.9299,-41.7,0.694316485559,1.40896007673,supported
464,121.2867,13.13,-1.22,2444.8701,-48.17,0.789396123457,1.40896007673,supported
465,96.5014,15.69,11.1,1328.84,-51.06,1.24435631404,1.40896007673,supported
466,125.5145,10.67,-1.19,3681.22,-43.15,0.874361982165,1.40896007673,supported
467,116.9694,13.32,2.99,2482.6599,-29.79,0.662360956649,1.40896007673,supported
468,107.0374,15.46,10.41,2491.74,-29.35,1.00437057048,1.40896007673,supported
469,104.711,16.96,8.13,1388.55,-25.71,0.875679367772,1.40896007673,supported
470,105.4715,14.38,4.59,1827.85,-28.96,0.791958755652,1.40896007673,supported
471,115.1127,13.28,1.56,2781.8999,-20.03,0.721826344855,1.40896007673,supported
472,92.4749,26.13,-4.62,5463.7598,-3.31,0.689859187903,1.40896007673,supported
474,90.7078,24.37,2.13,6497.3301,25.69,0.96040078341,1.40896007673,supported
476,96.8817,24.38,-6.96,6586.1899,1.89,1.03124744944,1.40896007673,supported
477,91.0657,17.28,14.8,5287.7598,11.46,1.49346720856,1.40896007673,borderline
479,100.1476,25.11,-11.48,4674.8398,-17.15,1.21784181731,1.40896007673,supported
481,103.5925,14.71,1.5,1559.52,11.16,0.721143774285,1.40896007673,supported
482,107.5072,16.47,-4.33,1496.62,-23.84,0.955709069266,1.40896007673,supported
484,119.9222,11.16,-4.36,3941.8101,-2.24,0.553790294487,1.40896007673,supported
486,125.5369,11.88,0.89,3725.01,-6.76,0.59396538703,1.40896007673,supported
487,118.1102,3.36,-2.35,1845.48,29.46,1.05668845213,1.40896007673,supported
488,80.5521,18.4,3.14,7362.1001,-3.1,1.129176207,1.40896007673,supported
489,85.9431,26.51,-1.12,4123.3501,1.78,0.624005094375,1.40896007673,supported
490,87.1734,24.57,-0.15,6704.8901,-2.75,0.770213938277,1.40896007673,supported
491,93.8618,24.95,1.93,7092.3398,5.23,0.68299691462,1.40896007673,supported
492,106.4782,2.9,4.9,2668.04,25.44,1.49017916462,1.40896007673,borderline
494,95.0251,21.03,2.65,7464.48,0.57,0.654769552092,1.40896007673,supported
495,103.9728,14.59,-2.37,4760.0498,1.05,0.425692872216,1.40896007673,supported
497,91.3341,16.6,-1.5,4359.7798,-9.43,0.77826776308,1.40896007673,supported
498,83.7509,15.58,6.17,1798.21,-8.53,0.976019900154,1.40896007673,supported
499,107.3729,11.83,-7.86,4490.2598,-20.39,0.667710550176,1.40896007673,supported
500,108.2677,16.35,-0.18,5675.7998,3.61,0.618992266327,1.40896007673,supported
501,117.0141,13.3,-4.37,2987.6001,-16.59,0.70776385214,1.40896007673,supported
503,102.1161,16.97,4.7,5133.1201,13.83,0.594473308563,1.40896007673,supported
505,122.8302,8.3,7.06,3917.22,1.16,0.861814744459,1.40896007673,supported
506,95.6514,14.8,7.88,7624.5601,17.96,1.18737044748,1.40896007673,supported
508,121.5551,11.31,3.52,5142.0498,0.05,0.805145313126,1.40896007673,supported
509,100.7292,13,6.3,1305.5,-56.03,1.08304417657,1.40896007673,supported
512,111.9139,11.15,2,1535.9399,-57.3,0.778837645106,1.40896007673,supported
513,123.121,8.22,-0.4,5359.4902,2.7,0.812938687278,1.40896007673,supported
514,104.8005,10.69,-2.23,4190.46,3.35,0.617486827874,1.40896007673,supported
515,131.4424,7.16,4.1,4369.9902,7.84,0.658788913605,1.40896007673,supported
516,130.3239,7.34,2.84,4713.6299,-0.05,0.697097011275,1.40896007673,supported
517,116.6562,9.25,3.34,2562.3201,-51.07,0.864908203545,1.40896007673,supported
518,123.9934,4.82,7.25,3445.6899,-4.22,1.11886737212,1.40896007673,supported
519,109.2072,14.33,5.62,849.24,-24.45,0.796565776391,1.40896007673,supported
520,120.034,10.41,4.32,3988.6799,-15.14,0.83688323324,1.40896007673,supported
522,88.0682,13.52,0.05,4993.6699,18.09,0.946009474848,1.40896007673,supported
525,80.731,29.32,5.09,6339.0801,4.62,1.36708059828,1.40896007673,supported
526,80.0376,28.68,8.82,8812.7695,9.3,1.54996887775,1.40896007673,borderline
527,90.7078,27.92,6.91,7807.3198,16.88,1.0475869225,1.40896007673,supported
530,98.1344,24.33,6.77,8486.1504,16.37,0.949061360782,1.40896007673,supported
531,101.0648,24.33,-0.42,5763.6401,3.68,0.766614274701,1.40896007673,supported
532,98.2686,21.88,0.32,6398.4199,-4.14,0.650398332181,1.40896007673,supported
535,99.6108,19.16,4.43,5252.0498,19.51,0.510409614333,1.40896007673,supported
539,90.8867,15.61,10.33,1084.75,62.19,1.46444293108,1.40896007673,borderline
540,126.7001,14.74,2.13,5169.3198,2.91,0.663935711484,1.40896007673,supported
542,90.663,17.69,6.34,1917.46,11.01,0.674913847463,1.40896007673,supported
543,105.2926,19.58,3.05,7161.4502,8.68,0.597013360777,1.40896007673,supported
544,106.3216,19.89,4.32,6480.4199,8.88,0.610824669814,1.40896007673,supported
545,102.5635,21.85,4.32,6973.8599,12.21,0.528120844237,1.40896007673,supported
547,126.9685,7.43,2.61,5484.3599,14.7,0.644785126807,1.40896007673,supported
548,102.9662,14.68,7.91,2154.27,17.81,0.897969762581,1.40896007673,supported
549,124.15,7.07,3.8,5057.1602,13.46,0.546578143579,1.40896007673,supported
550,124.5526,17.2,1.94,5565.1299,13.82,0.671321969031,1.40896007673,supported
551,125.6934,18,6.44,6542.1401,15.61,0.985037346464,1.40896007673,supported
557,93.7276,37.56,1.64,5517.4199,-9.99,1.42664978817,1.40896007673,borderline
558,125.0447,22.06,13.95,5327.7202,23.55,1.32010862149,1.40896007673,supported
559,137.1018,14.81,1.04,2309.74,4.77,0.751700541256,1.40896007673,supported
561,115.2022,24.9,4.02,4988.8799,-14.78,1.23145967569,1.40896007673,supported
562,131.6437,19.84,6.22,3787.48,-8.42,1.26781920216,1.40896007673,supported
563,116.6562,24.84,8.23,5410.6001,5.21,1.18493727653,1.40896007673,supported
564,97.1054,35.38,-5.25,6150.0698,-7.06,1.27036246018,1.40896007673,supported
565,114.5759,16.43,8.74,3781.5601,24.01,0.768568455213,1.40896007673,supported
567,99.2529,15.04,14.01,2359.53,30.11,1.3696520761,1.40896007673,supported
568,124.0381,9.39,2.8,4506.5498,18.86,0.524829910337,1.40896007673,supported
569,97.1278,14.98,6.17,1697.85,20.47,0.609822140935,1.40896007673,supported
570,124.0605,5.07,-6.42,3618.5701,11.79,0.943224744736,1.40896007673,supported
572,111.8468,16.34,4.78,3286.3501,30.48,0.653007810141,1.40896007673,supported
574,123.7026,13.72,7.78,2957.6101,31.52,0.964857633832,1.40896007673,supported
575,112.5179,10.61,7.95,848.08,19.51,1.14238858408,1.40896007673,supported
576,100.9306,20.15,2.69,4564.2798,12.7,0.537851515342,1.40896007673,supported
579,89.6564,26.81,-8.43,5113.6299,-1.52,0.80962450115,1.40896007673,supported
580,131.9792,13.01,3.42,4876.5498,27.88,0.809066728045,1.40896007673,supported
581,97.3067,18.86,-6.56,5420.1802,32.63,1.17996704006,1.40896007673,supported
582,135.5807,17.97,8.69,3609.23,22.09,0.994378927888,1.40896007673,supported
583,100.9306,16.8,-5.25,5512.3799,27.56,0.976478635232,1.40896007673,supported
584,93.8842,33.7,-9.31,6717.8999,-14.93,1.2637750297,1.40896007673,supported
585,116.3431,13.85,7.51,1939.41,16.7,0.919249204131,1.40896007673,supported
586,121.2867,13.05,-4.36,3952.6399,0.63,0.501171049575,1.40896007673,supported
590,130.3015,10.06,0.39,4075.6399,3.08,0.767138940328,1.40896007673,supported
591,119.5419,15.7,1.57,2974.1599,3.34,0.559103234028,1.40896007673,supported
592,122.5394,15.86,-1.33,5215.27,14.87,0.770414508874,1.40896007673,supported
593,98.4028,15.89,7.33,1863.6899,-4.55,0.961405358801,1.40896007673,supported
594,119.1616,14.51,2.67,3602.25,0.09,0.50715534983,1.40896007673,supported
595,109.9678,15.45,15.75,2974.6299,33.17,1.46554172382,1.40896007673,borderline
596,115.6272,15.85,6.72,3497.8601,26.32,0.65472046062,1.40896007673,supported
597,126.4316,13.82,1.23,2976.29,10.65,0.587212677742,1.40896007673,supported
600,118.7142,20.57,2.47,4002.25,15.28,0.734098392428,1.40896007673,supported
601,133.3885,14.37,0.06,2760.6599,13.15,0.611212883841,1.40896007673,supported
602,133.2543,15.67,3.67,2284.8301,8.56,0.702147806002,1.40896007673,supported
603,129.8542,19.15,8.73,4660.5498,27.52,1.0614520337,1.40896007673,supported
604,116.8576,23.1,-1.08,3490.4399,1.53,0.927786309242,1.40896007673,supported
605,85.6747,28.22,-0.32,4782.3901,-0.3,0.722216341712,1.40896007673,supported
606,86.1668,14.77,3.85,5825.2402,13.48,1.01787420752,1.40896007673,supported
609,125.4027,13.54,-2.85,4059.02,4.01,0.599185846649,1.40896007673,supported
610,121.7564,9.09,-0.37,3276.4399,-11.98,0.719591612065,1.40896007673,supported
611,119.8774,13.45,5.53,4175.6899,0.94,0.743813958334,1.40896007673,supported
613,121.7341,16.66,4.51,988.7,-0.96,0.909679790683,1.40896007673,supported
614,127.1027,16.5,4.13,1271.02,-31.98,1.13220104218,1.40896007673,supported
615,133.724,18.46,6.66,1958.88,17.72,0.922595302049,1.40896007673,supported
616,130.0331,13.74,-2.65,3095.5,6.99,0.488783422383,1.40896007673,supported
617,122.0696,15.48,9.61,613.8,-29.2,1.32332253073,1.40896007673,supported
619,140.8822,17.8,0.48,2683.95,18.69,0.962608150898,1.40896007673,supported
620,137.4374,19.57,9.64,5810.9302,34.82,1.23909869102,1.40896007673,supported
621,135.3794,18.63,9.4,2212.24,19.62,1.05821491227,1.40896007673,supported
622,131.241,13.29,4.83,2919.79,14.44,0.715380577675,1.40896007673,supported
624,110.3033,10.34,0.25,1519.63,-52.83,0.693330486533,1.40896007673,supported
625,128.7581,8.76,4.8,4748.2798,18.51,0.56156968486,1.40896007673,supported
626,134.3951,9.56,-4.49,2459.0601,6.09,0.585048441086,1.40896007673,supported
628,139.898,12.88,-3.31,1748.7,-22.75,1.12343570626,1.40896007673,supported
629,106.8808,18.48,1.22,2314.4099,18.57,0.787823690828,1.40896007673,supported
630,115.6496,18.63,8.01,6115.9502,31.82,0.791639603606,1.40896007673,supported
631,127.0132,11.75,-4.31,3580.6201,23.4,0.73710294988,1.40896007673,supported
632,122.8973,4.36,-8.76,3650.6599,27.23,0.927804247371,1.40896007673,supported
633,91.7815,13.8,-3.41,4462.3999,-58.14,1.57920485017,1.40896007673,borderline
634,78.1586,14.57,-3.15,2322.8799,-42.84,1.05996601587,1.40896007673,supported
635,84.6233,15.7,-4.49,2246.04,2.99,1.00964811069,1.40896007673,supported
636,95.7409,4.67,-4.03,3819,16.74,1.2615674879,1.40896007673,supported
638,105.2479,12.65,-3.17,4815.0601,1.2,0.475786455729,1.40896007673,supported
640,106.2545,18.7,4.15,4582.8198,12.7,0.546246423312,1.40896007673,supported
641,98.9621,21.33,8.75,6287.79,29.49,0.910010693455,1.40896007673,supported
642,94.8014,15.9,-2.44,3153.6699,6.23,0.770898818708,1.40896007673,supported
643,112.9653,12.85,-3.14,4247.1201,-6.5,0.545342601895,1.40896007673,supported
644,107.1269,17.46,1.36,4320.5601,7.78,0.479015690458,1.40896007673,supported
645,107.8203,16.08,0.51,4861.9199,15.85,0.567239837644,1.40896007673,supported
647,115.6049,12.31,-2.18,5809.8999,-0.1,0.881875864741,1.40896007673,supported
649,110.4375,16.54,2.37,4361.6099,7.3,0.524375589207,1.40896007673,supported
650,103.3241,13.65,-0.05,4968.0601,14.73,0.616082789113,1.40896007673,supported
656,105.0689,19.84,-1.12,4156.6499,9.29,0.522130666702,1.40896007673,supported
659,96.6133,18.02,3.84,4026.3899,25.43,0.657762943123,1.40896007673,supported
660,107.5295,18.26,-6.71,5037.4502,9.3,0.874716277921,1.40896007673,supported
661,94.1079,6.64,2.66,4368.7798,48.16,1.33236667797,1.40896007673,supported
662,94.1526,16.98,-6.98,3215.2,-12.79,0.708820214317,1.40896007673,supported
667,80.4626,5.36,12.11,6084.6802,-10.97,1.86096120999,1.40896007673,borderline
669,111.7573,13.11,-5.16,3532.48,0.33,0.581947673174,1.40896007673,supported
670,108.7822,13.1,2.09,5168.2998,32.5,0.651179668752,1.40896007673,supported
671,110.6836,4.52,-6.43,1884.25,12.79,0.431379335146,1.40896007673,supported
672,110.6389,15.97,-0.42,1989.9,-8.72,0.858369718989,1.40896007673,supported
674,113.0548,12.77,-3.03,4459.6001,27.63,0.803072961112,1.40896007673,supported
676,119.8774,5.52,-5.93,3215.49,28.16,0.71972206014,1.40896007673,supported
677,111.8916,16.86,4.76,1573.83,2.9,0.920828130294,1.40896007673,supported
679,124.1276,18.02,-2.96,3973.8101,21.3,0.805644883844,1.40896007673,supported
680,134.3504,9.42,-3.34,2088.1699,-4.51,0.678398793471,1.40896007673,supported
682,81.2679,7.37,-4.33,2265.1299,-3.81,1.44498256928,1.40896007673,borderline
684,78.1586,23.68,-3.43,6316.9399,-6.87,0.876482963068,1.40896007673,supported
685,80.2165,22.88,-7.06,6424.1802,-8.63,0.900871912614,1.40896007673,supported
686,77.7559,21.17,-3.64,7536,-0.82,1.12031463206,1.40896007673,supported
689,94.0632,19.87,-7.79,6203.7402,-16.78,0.932607857941,1.40896007673,supported
690,78.2257,24.32,-1.93,4055.0901,-17.56,0.964936199179,1.40896007673,supported
692,86.1444,23.78,0.88,3935,-11.76,0.854902335314,1.40896007673,supported
694,90.2156,21.99,2.63,7420.3301,-0.22,0.648095714362,1.40896007673,supported
695,85.0931,21.53,3.71,4018.3999,23.32,0.722406067935,1.40896007673,supported
697,97.5304,17.3,-1.19,3373.0801,-7.57,0.659274832927,1.40896007673,supported
698,95.0698,19.68,3.45,5621.1899,12.62,0.616435693267,1.40896007673,supported
700,92.0723,17.65,-0.95,1837.27,-12.76,0.804957002267,1.40896007673,supported
701,87.3524,21.46,2.66,2255.1101,-1.67,0.879935881825,1.40896007673,supported
704,94.4435,13.85,2.4,1111.6,-15.34,0.948551769024,1.40896007673,supported
705,96.5685,15.42,3.72,1649.3199,29.72,0.656531754568,1.40896007673,supported
708,117.7971,13.08,4.23,2900.1699,15.87,0.674711475552,1.40896007673,supported
709,85.272,13.54,7.06,1008.35,-60.62,1.15742542553,1.40896007673,supported
710,112.6297,11.41,1.86,2378.0701,-28.15,0.608921448302,1.40896007673,supported
711,102.2951,9.14,4.69,2517.1299,-9.07,1.2517364099,1.40896007673,supported
712,116.1865,8.12,1.46,3120.53,-24.77,0.777882040313,1.40896007673,supported
715,103.3912,12.63,1.74,910.05,-37.08,0.902110661647,1.40896007673,supported
716,113.5916,11.42,3.77,3942.05,11.7,0.577066930905,1.40896007673,supported
717,111.2652,11.49,0.48,1329.73,5.92,0.82500853618,1.40896007673,supported
718,97.3738,10.63,-2.74,1028.04,-63.14,1.16680999667,1.40896007673,supported
719,115.8733,6.56,3.02,1711.5699,-48.65,0.874091735695,1.40896007673,supported
720,123.0315,4.95,2.19,2675.97,-28.65,0.843301671199,1.40896007673,supported
721,115.4706,9.85,0.72,1526.03,-11.95,0.700530377728,1.40896007673,supported
722,113.0324,9.6,-1.51,1165.8,-23.59,0.792869282043,1.40896007673,supported
723,97.0607,10.68,-2.91,4368.5,-5.89,0.750156538686,1.40896007673,supported
724,92.8776,10.45,6.71,1809.59,-72.76,1.18770642368,1.40896007673,supported
725,109.3414,13.31,2.97,526.3,16.06,0.979972034556,1.40896007673,supported
726,112.2942,12.16,1.05,660.25,-26.77,0.765194586135,1.40896007673,supported
728,125.425,7.24,-3.24,2649.79,-3.04,0.715809202674,1.40896007673,supported
729,120.7275,10.42,1.21,1695.17,-0.09,0.573775739466,1.40896007673,supported
733,115.3364,8.76,-5.4,1914.25,-63.09,0.678829873844,1.40896007673,supported
734,129.9436,5.35,-4.1,1925.23,-29.79,0.977079250674,1.40896007673,supported
